id_x,identifier_x,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate_id,forms_switchable,is_legendary,is_mythical,order,conquest_order,id_y,identifier_y
255,torchic,3,,131,8,7,3.0,1,45,50.0,0,20.0,1,4,0,0,0,280,,8,red
256,combusken,3,255.0,131,8,6,3.0,1,45,50.0,0,20.0,1,4,0,0,0,281,,8,red
257,blaziken,3,256.0,131,8,6,3.0,1,45,50.0,0,20.0,1,4,1,0,0,282,,8,red
258,mudkip,3,,132,2,8,9.0,1,45,50.0,0,20.0,0,4,0,0,0,283,,2,blue
259,marshtomp,3,258.0,132,2,6,9.0,1,45,50.0,0,20.0,0,4,0,0,0,284,,2,blue
260,swampert,3,259.0,132,2,6,9.0,1,45,50.0,0,20.0,0,4,1,0,0,285,,2,blue
261,poochyena,3,,133,4,8,3.0,4,255,70.0,0,15.0,0,2,0,0,0,286,,4,gray
262,mightyena,3,261.0,133,4,8,3.0,4,127,70.0,0,15.0,0,2,0,0,0,287,,4,gray
263,zigzagoon,3,,134,3,8,3.0,4,255,50.0,0,15.0,0,2,0,0,0,288,,3,brown
264,linoone,3,263.0,134,9,8,3.0,4,90,50.0,0,15.0,0,2,0,0,0,289,,9,white
265,wurmple,3,,135,8,14,2.0,4,255,70.0,0,15.0,0,2,0,0,0,290,,8,red
266,silcoon,3,265.0,135,9,1,2.0,4,120,70.0,0,15.0,0,2,0,0,0,291,,9,white
267,beautifly,3,266.0,135,10,13,2.0,4,45,70.0,0,15.0,1,2,0,0,0,292,,10,yellow
268,cascoon,3,265.0,135,7,1,2.0,4,120,70.0,0,15.0,0,2,0,0,0,293,,7,purple
269,dustox,3,268.0,135,5,13,2.0,4,45,70.0,0,15.0,1,2,0,0,0,294,,5,green
270,lotad,3,,136,5,14,9.0,4,255,50.0,0,15.0,0,4,0,0,0,295,,5,green
271,lombre,3,270.0,136,5,12,9.0,4,120,50.0,0,15.0,0,4,0,0,0,296,,5,green
272,ludicolo,3,271.0,136,5,12,9.0,4,45,50.0,0,15.0,1,4,0,0,0,297,,5,green
273,seedot,3,,137,3,7,2.0,4,255,50.0,0,15.0,0,4,0,0,0,298,,3,brown
274,nuzleaf,3,273.0,137,3,12,2.0,4,120,50.0,0,15.0,1,4,0,0,0,299,,3,brown
275,shiftry,3,274.0,137,3,12,2.0,4,45,50.0,0,15.0,1,4,0,0,0,300,,3,brown
276,taillow,3,,138,2,9,3.0,4,200,70.0,0,15.0,0,4,0,0,0,301,,2,blue
277,swellow,3,276.0,138,2,9,3.0,4,45,70.0,0,15.0,0,4,0,0,0,302,,2,blue
278,wingull,3,,139,9,9,7.0,4,190,50.0,0,20.0,0,2,0,0,0,303,,9,white
279,pelipper,3,278.0,139,10,9,7.0,4,45,50.0,0,20.0,0,2,0,0,0,304,,10,yellow
280,ralts,3,,140,9,12,8.0,4,235,35.0,0,20.0,0,1,0,0,0,305,9.0,9,white
281,kirlia,3,280.0,140,9,12,8.0,4,120,35.0,0,20.0,0,1,0,0,0,306,10.0,9,white
282,gardevoir,3,281.0,140,9,12,8.0,4,45,35.0,0,20.0,0,1,1,0,0,307,11.0,9,white
283,surskit,3,,141,2,14,9.0,4,200,70.0,0,15.0,0,2,0,0,0,309,,2,blue
284,masquerain,3,283.0,141,2,13,9.0,4,75,70.0,0,15.0,0,2,0,0,0,310,,2,blue
285,shroomish,3,,142,3,7,2.0,4,255,70.0,0,15.0,0,6,0,0,0,311,,3,brown
286,breloom,3,285.0,142,5,6,2.0,4,90,70.0,0,15.0,0,6,0,0,0,312,,5,green
287,slakoth,3,,143,3,8,2.0,4,255,70.0,0,15.0,0,1,0,0,0,313,,3,brown
288,vigoroth,3,287.0,143,9,6,2.0,4,120,70.0,0,15.0,0,1,0,0,0,314,,9,white
289,slaking,3,288.0,143,3,12,2.0,4,45,70.0,0,15.0,0,1,0,0,0,315,,3,brown
290,nincada,3,,144,4,14,2.0,4,255,50.0,0,15.0,0,5,0,0,0,316,,4,gray
291,ninjask,3,290.0,144,10,13,2.0,4,120,50.0,0,15.0,0,5,0,0,0,317,,10,yellow
292,shedinja,3,290.0,144,3,5,2.0,-1,45,50.0,0,15.0,0,5,0,0,0,318,,3,brown
293,whismur,3,,145,6,6,1.0,4,190,50.0,0,20.0,0,4,0,0,0,319,,6,pink
294,loudred,3,293.0,145,2,6,1.0,4,120,50.0,0,20.0,0,4,0,0,0,320,,2,blue
295,exploud,3,294.0,145,2,6,1.0,4,45,50.0,0,20.0,0,4,0,0,0,321,,2,blue
296,makuhita,3,,146,10,12,4.0,2,180,70.0,0,20.0,0,6,0,0,0,322,,10,yellow
297,hariyama,3,296.0,146,3,12,4.0,2,200,70.0,0,20.0,0,6,0,0,0,323,,3,brown
298,azurill,3,,90,2,7,9.0,6,150,50.0,1,10.0,0,3,0,0,0,211,,2,blue
299,nosepass,3,,147,4,12,1.0,4,255,70.0,0,20.0,0,2,0,0,0,324,,4,gray
300,skitty,3,,148,6,8,2.0,6,255,70.0,0,15.0,0,3,0,0,0,326,,6,pink
301,delcatty,3,300.0,148,7,8,2.0,6,60,70.0,0,15.0,0,3,0,0,0,327,,7,purple
302,sableye,3,,149,7,12,1.0,4,45,35.0,0,25.0,0,4,1,0,0,328,,7,purple
303,mawile,3,,150,1,12,1.0,4,45,50.0,0,20.0,0,3,1,0,0,329,,1,black
304,aron,3,,151,4,8,4.0,4,180,35.0,0,35.0,0,1,0,0,0,330,149.0,4,gray
305,lairon,3,304.0,151,4,8,4.0,4,90,35.0,0,35.0,0,1,0,0,0,331,150.0,4,gray
306,aggron,3,305.0,151,4,6,4.0,4,45,35.0,0,35.0,0,1,1,0,0,332,151.0,4,gray
307,meditite,3,,152,2,12,4.0,4,180,70.0,0,20.0,1,2,0,0,0,333,,2,blue
308,medicham,3,307.0,152,8,12,4.0,4,90,70.0,0,20.0,1,2,1,0,0,334,,8,red
309,electrike,3,,153,5,8,3.0,4,120,50.0,0,20.0,0,1,0,0,0,335,,5,green
310,manectric,3,309.0,153,10,8,3.0,4,45,50.0,0,20.0,0,1,1,0,0,336,,10,yellow
311,plusle,3,,154,10,6,3.0,4,200,70.0,0,20.0,0,2,0,0,0,337,,10,yellow
312,minun,3,,155,10,6,3.0,4,200,70.0,0,20.0,0,2,0,0,0,338,,10,yellow
313,volbeat,3,,156,4,6,2.0,0,150,70.0,0,15.0,0,5,0,0,0,339,,4,gray
314,illumise,3,,157,7,12,2.0,8,150,70.0,0,15.0,0,6,0,0,0,340,,7,purple
315,roselia,3,406.0,158,5,12,3.0,4,150,50.0,0,20.0,1,4,0,0,0,342,,5,green
316,gulpin,3,,159,5,4,3.0,4,225,70.0,0,20.0,1,6,0,0,0,344,,5,green
317,swalot,3,316.0,159,7,4,3.0,4,75,70.0,0,20.0,1,6,0,0,0,345,,7,purple
318,carvanha,3,,160,8,3,7.0,4,225,35.0,0,20.0,0,1,0,0,0,346,,8,red
319,sharpedo,3,318.0,160,2,3,7.0,4,60,35.0,0,20.0,0,1,1,0,0,347,,2,blue
320,wailmer,3,,161,2,3,7.0,4,125,50.0,0,40.0,0,6,0,0,0,348,,2,blue
321,wailord,3,320.0,161,2,3,7.0,4,60,50.0,0,40.0,0,6,0,0,0,349,,2,blue
322,numel,3,,162,10,8,4.0,4,255,70.0,0,20.0,1,2,0,0,0,350,,10,yellow
323,camerupt,3,322.0,162,8,8,4.0,4,150,70.0,0,20.0,1,2,1,0,0,351,,8,red
324,torkoal,3,,163,3,8,4.0,4,90,50.0,0,20.0,0,2,0,0,0,352,,3,brown
325,spoink,3,,164,1,4,4.0,4,255,70.0,0,20.0,0,3,0,0,0,353,,1,black
326,grumpig,3,325.0,164,7,6,4.0,4,60,70.0,0,20.0,0,3,0,0,0,354,,7,purple
327,spinda,3,,165,3,6,4.0,4,255,70.0,0,15.0,0,3,0,0,0,355,,3,brown
328,trapinch,3,,166,3,14,6.0,4,255,50.0,0,20.0,0,4,0,0,0,356,,3,brown
329,vibrava,3,328.0,166,5,13,6.0,4,120,50.0,0,20.0,0,4,0,0,0,357,,5,green
330,flygon,3,329.0,166,5,9,6.0,4,45,50.0,0,20.0,0,4,0,0,0,358,,5,green
331,cacnea,3,,167,5,12,6.0,4,190,35.0,0,20.0,0,4,0,0,0,359,,5,green
332,cacturne,3,331.0,167,5,12,6.0,4,60,35.0,0,20.0,1,4,0,0,0,360,,5,green
333,swablu,3,,168,2,9,2.0,4,255,50.0,0,20.0,0,5,0,0,0,361,,2,blue
334,altaria,3,333.0,168,2,9,2.0,4,45,50.0,0,20.0,0,5,1,0,0,362,,2,blue
335,zangoose,3,,169,9,6,3.0,4,90,70.0,0,20.0,0,5,0,0,0,363,,9,white
336,seviper,3,,170,1,2,3.0,4,90,70.0,0,20.0,0,6,0,0,0,364,,1,black
337,lunatone,3,,171,10,1,1.0,-1,45,50.0,0,25.0,0,3,0,0,0,365,,10,yellow
338,solrock,3,,172,8,1,1.0,-1,45,50.0,0,25.0,0,3,0,0,0,366,,8,red
339,barboach,3,,173,4,3,9.0,4,190,50.0,0,20.0,0,2,0,0,0,367,,4,gray
340,whiscash,3,339.0,173,2,3,9.0,4,75,50.0,0,20.0,0,2,0,0,0,368,,2,blue
341,corphish,3,,174,8,14,9.0,4,205,50.0,0,15.0,0,6,0,0,0,369,,8,red
342,crawdaunt,3,341.0,174,8,14,9.0,4,155,50.0,0,15.0,0,6,0,0,0,370,,8,red
343,baltoy,3,,175,3,4,6.0,-1,255,50.0,0,20.0,0,2,0,0,0,371,,3,brown
344,claydol,3,343.0,175,1,4,6.0,-1,90,50.0,0,20.0,0,2,0,0,0,372,,1,black
345,lileep,3,,176,7,5,7.0,1,45,50.0,0,30.0,0,5,0,0,0,373,,7,purple
346,cradily,3,345.0,176,5,5,7.0,1,45,50.0,0,30.0,0,5,0,0,0,374,,5,green
347,anorith,3,,177,4,14,9.0,1,45,50.0,0,30.0,0,5,0,0,0,375,171.0,4,gray
348,armaldo,3,347.0,177,4,6,9.0,1,45,50.0,0,30.0,0,5,0,0,0,376,172.0,4,gray
349,feebas,3,,178,3,3,9.0,4,255,50.0,0,20.0,0,5,0,0,0,377,,3,brown
350,milotic,3,349.0,178,6,2,9.0,4,60,50.0,0,20.0,1,5,0,0,0,378,,6,pink
351,castform,3,,179,4,1,3.0,4,45,70.0,0,25.0,0,2,1,0,0,379,,4,gray
352,kecleon,3,,180,5,6,2.0,4,200,70.0,0,20.0,0,4,0,0,0,380,,5,green
353,shuppet,3,,181,1,1,8.0,4,225,35.0,0,25.0,0,3,0,0,0,381,,1,black
354,banette,3,353.0,181,1,6,8.0,4,45,35.0,0,25.0,0,3,1,0,0,382,,1,black
355,duskull,3,,182,1,4,2.0,4,190,35.0,0,25.0,0,3,0,0,0,383,69.0,1,black
356,dusclops,3,355.0,182,1,12,2.0,4,90,35.0,0,25.0,0,3,0,0,0,384,70.0,1,black
357,tropius,3,,183,5,8,2.0,4,200,70.0,0,25.0,0,1,0,0,0,386,,5,green
358,chimecho,3,433.0,184,2,4,3.0,4,45,70.0,0,25.0,0,3,0,0,0,388,53.0,2,blue
359,absol,3,,185,9,8,4.0,4,30,35.0,0,25.0,0,4,1,0,0,389,,9,white
360,wynaut,3,,100,2,6,1.0,4,125,50.0,1,20.0,0,2,0,0,0,232,,2,blue
361,snorunt,3,,186,4,12,1.0,4,190,50.0,0,20.0,0,2,0,0,0,390,93.0,4,gray
362,glalie,3,361.0,186,4,1,1.0,4,75,50.0,0,20.0,0,2,1,0,0,391,94.0,4,gray
363,spheal,3,,187,2,3,7.0,4,255,50.0,0,20.0,0,4,0,0,0,393,60.0,2,blue
364,sealeo,3,363.0,187,2,3,7.0,4,120,50.0,0,20.0,0,4,0,0,0,394,61.0,2,blue
365,walrein,3,364.0,187,2,8,7.0,4,45,50.0,0,20.0,0,4,0,0,0,395,62.0,2,blue
366,clamperl,3,,188,2,1,7.0,4,255,70.0,0,20.0,0,5,0,0,0,396,,2,blue
367,huntail,3,366.0,188,2,2,7.0,4,60,70.0,0,20.0,0,5,0,0,0,397,,2,blue
368,gorebyss,3,366.0,188,6,2,7.0,4,60,70.0,0,20.0,0,5,0,0,0,398,,6,pink
369,relicanth,3,,189,4,3,7.0,1,25,50.0,0,40.0,1,1,0,0,0,399,,4,gray
370,luvdisc,3,,190,6,3,7.0,6,225,70.0,0,20.0,0,3,0,0,0,400,,6,pink
371,bagon,3,,191,2,12,6.0,4,45,35.0,0,40.0,0,1,0,0,0,401,,2,blue
372,shelgon,3,371.0,191,9,8,6.0,4,45,35.0,0,40.0,0,1,0,0,0,402,,9,white
373,salamence,3,372.0,191,2,8,6.0,4,45,35.0,0,40.0,0,1,1,0,0,403,,2,blue
374,beldum,3,,192,2,5,6.0,-1,3,35.0,0,40.0,0,1,0,0,0,404,82.0,2,blue
375,metang,3,374.0,192,2,4,6.0,-1,3,35.0,0,40.0,0,1,0,0,0,405,83.0,2,blue
376,metagross,3,375.0,192,2,11,6.0,-1,3,35.0,0,40.0,0,1,1,0,0,406,84.0,2,blue
377,regirock,3,,193,3,12,1.0,-1,3,35.0,0,80.0,0,1,0,1,0,407,,3,brown
378,regice,3,,194,2,12,1.0,-1,3,35.0,0,80.0,0,1,0,1,0,408,,2,blue
379,registeel,3,,195,4,12,1.0,-1,3,35.0,0,80.0,0,1,0,1,0,409,193.0,4,gray
380,latias,3,,196,8,9,9.0,8,3,90.0,0,120.0,0,1,1,1,0,410,,8,red
381,latios,3,,197,2,9,9.0,0,3,90.0,0,120.0,0,1,1,1,0,411,,2,blue
382,kyogre,3,,198,2,3,7.0,-1,3,0.0,0,120.0,0,1,1,1,0,412,,2,blue
383,groudon,3,,199,8,6,6.0,-1,3,0.0,0,120.0,0,1,1,1,0,413,194.0,8,red
384,rayquaza,3,,200,5,2,5.0,-1,45,0.0,0,120.0,0,1,1,1,0,414,200.0,5,green
385,jirachi,3,,201,10,12,4.0,-1,3,100.0,0,120.0,0,1,0,0,1,415,,10,yellow
386,deoxys,3,,202,8,12,5.0,-1,3,0.0,0,120.0,0,1,1,0,1,416,,8,red
387,turtwig,4,,203,5,8,,1,45,70.0,0,20.0,0,4,0,0,0,417,,5,green
388,grotle,4,387.0,203,5,8,,1,45,70.0,0,20.0,0,4,0,0,0,418,,5,green
389,torterra,4,388.0,203,5,8,,1,45,70.0,0,20.0,0,4,0,0,0,419,,5,green
390,chimchar,4,,204,3,6,,1,45,70.0,0,20.0,0,4,0,0,0,420,115.0,3,brown
391,monferno,4,390.0,204,3,6,,1,45,70.0,0,20.0,0,4,0,0,0,421,116.0,3,brown
392,infernape,4,391.0,204,3,6,,1,45,70.0,0,20.0,0,4,0,0,0,422,117.0,3,brown
393,piplup,4,,205,2,12,,1,45,70.0,0,20.0,0,4,0,0,0,423,133.0,2,blue
394,prinplup,4,393.0,205,2,6,,1,45,70.0,0,20.0,0,4,0,0,0,424,134.0,2,blue
395,empoleon,4,394.0,205,2,6,,1,45,70.0,0,20.0,0,4,0,0,0,425,135.0,2,blue
396,starly,4,,206,3,9,,4,255,70.0,0,15.0,1,4,0,0,0,426,26.0,3,brown
397,staravia,4,396.0,206,3,9,,4,120,70.0,0,15.0,1,4,0,0,0,427,27.0,3,brown
398,staraptor,4,397.0,206,3,9,,4,45,70.0,0,15.0,1,4,0,0,0,428,28.0,3,brown
399,bidoof,4,,207,3,8,,4,255,70.0,0,15.0,1,2,0,0,0,429,29.0,3,brown
400,bibarel,4,399.0,207,3,6,,4,127,70.0,0,15.0,1,2,0,0,0,430,30.0,3,brown
401,kricketot,4,,208,8,12,,4,255,70.0,0,15.0,1,4,0,0,0,431,,8,red
402,kricketune,4,401.0,208,8,13,,4,45,70.0,0,15.0,1,4,0,0,0,432,,8,red
403,shinx,4,,209,2,8,,4,235,50.0,0,20.0,1,4,0,0,0,433,34.0,2,blue
404,luxio,4,403.0,209,2,8,,4,120,100.0,0,20.0,1,4,0,0,0,434,35.0,2,blue
405,luxray,4,404.0,209,2,8,,4,45,50.0,0,20.0,1,4,0,0,0,435,36.0,2,blue
406,budew,4,,158,5,12,,4,255,50.0,1,20.0,0,4,0,0,0,341,,5,green
407,roserade,4,315.0,158,5,12,,4,75,50.0,0,20.0,1,4,0,0,0,343,,5,green
408,cranidos,4,,211,2,6,,1,45,70.0,0,30.0,0,5,0,0,0,436,,2,blue
409,rampardos,4,408.0,211,2,6,,1,45,70.0,0,30.0,0,5,0,0,0,437,,2,blue
410,shieldon,4,,212,4,8,,1,45,70.0,0,30.0,0,5,0,0,0,438,163.0,4,gray
411,bastiodon,4,410.0,212,4,8,,1,45,70.0,0,30.0,0,5,0,0,0,439,164.0,4,gray
412,burmy,4,,213,5,5,,4,120,70.0,0,15.0,0,2,1,0,0,440,,5,green
413,wormadam,4,412.0,213,5,5,,8,45,70.0,0,15.0,0,2,0,0,0,441,,5,green
414,mothim,4,412.0,213,10,13,,0,45,70.0,0,15.0,0,2,0,0,0,442,,10,yellow
415,combee,4,,214,10,11,,1,120,50.0,0,15.0,1,4,0,0,0,443,,10,yellow
416,vespiquen,4,415.0,214,10,13,,8,45,50.0,0,15.0,0,4,0,0,0,444,,10,yellow
417,pachirisu,4,,215,9,8,,4,200,100.0,0,10.0,1,2,0,0,0,445,,9,white
418,buizel,4,,216,3,8,,4,190,70.0,0,20.0,1,2,0,0,0,446,,3,brown
419,floatzel,4,418.0,216,3,8,,4,75,70.0,0,20.0,1,2,0,0,0,447,,3,brown
420,cherubi,4,,217,6,11,,4,190,50.0,0,20.0,0,2,0,0,0,448,,6,pink
421,cherrim,4,420.0,217,7,7,,4,75,50.0,0,20.0,0,2,1,0,0,449,,7,purple
422,shellos,4,,218,7,2,,4,190,50.0,0,20.0,0,2,0,0,0,450,,7,purple
423,gastrodon,4,422.0,218,7,2,,4,75,50.0,0,20.0,0,2,0,0,0,451,,7,purple
424,ambipom,4,190.0,93,7,6,,4,45,100.0,0,20.0,1,3,0,0,0,220,,7,purple
425,drifloon,4,,219,7,4,,4,125,50.0,0,30.0,0,6,0,0,0,452,167.0,7,purple
426,drifblim,4,425.0,219,7,4,,4,60,50.0,0,30.0,0,6,0,0,0,453,168.0,7,purple
427,buneary,4,,220,3,6,,4,190,0.0,0,20.0,0,2,0,0,0,454,,3,brown
428,lopunny,4,427.0,220,3,6,,4,60,140.0,0,20.0,0,2,1,0,0,455,,3,brown
429,mismagius,4,200.0,98,7,1,,4,45,35.0,0,25.0,0,3,0,0,0,230,184.0,7,purple
430,honchkrow,4,198.0,97,1,9,,4,30,35.0,0,20.0,0,4,0,0,0,228,,1,black
431,glameow,4,,221,4,8,,6,190,70.0,0,20.0,0,3,0,0,0,456,,4,gray
432,purugly,4,431.0,221,4,8,,6,75,70.0,0,20.0,0,3,0,0,0,457,,4,gray
433,chingling,4,,184,10,12,,4,120,70.0,1,25.0,0,3,0,0,0,387,52.0,10,yellow
434,stunky,4,,223,7,8,,4,225,50.0,0,20.0,0,2,0,0,0,458,,7,purple
435,skuntank,4,434.0,223,7,8,,4,60,50.0,0,20.0,0,2,0,0,0,459,,7,purple
436,bronzor,4,,224,5,1,,-1,255,50.0,0,20.0,0,2,0,0,0,460,,5,green
437,bronzong,4,436.0,224,5,4,,-1,90,50.0,0,20.0,0,2,0,0,0,461,,5,green
438,bonsly,4,,91,3,7,,4,255,50.0,1,20.0,0,2,0,0,0,214,,3,brown
439,mime-jr,4,,57,6,12,,4,145,50.0,1,25.0,0,2,0,0,0,139,,6,pink
440,happiny,4,,51,6,12,,8,130,140.0,1,40.0,0,3,0,0,0,126,,6,pink
441,chatot,4,,228,1,9,,4,30,35.0,0,20.0,0,4,0,0,0,462,,1,black
442,spiritomb,4,,229,7,5,,4,100,50.0,0,30.0,0,2,0,0,0,463,187.0,7,purple
443,gible,4,,230,2,6,,4,45,50.0,0,40.0,1,1,0,0,0,464,85.0,2,blue
444,gabite,4,443.0,230,2,6,,4,45,50.0,0,40.0,1,1,0,0,0,465,86.0,2,blue
445,garchomp,4,444.0,230,2,6,,4,45,50.0,0,40.0,1,1,1,0,0,466,87.0,2,blue
446,munchlax,4,,72,1,12,,1,50,50.0,1,40.0,0,1,0,0,0,174,178.0,1,black
447,riolu,4,,232,2,6,,1,75,50.0,1,25.0,0,4,0,0,0,467,50.0,2,blue
448,lucario,4,447.0,232,2,6,,1,45,50.0,0,25.0,0,4,1,0,0,468,51.0,2,blue
449,hippopotas,4,,233,3,8,,4,140,50.0,0,30.0,1,1,0,0,0,469,,3,brown
450,hippowdon,4,449.0,233,3,8,,4,60,50.0,0,30.0,1,1,0,0,0,470,,3,brown
451,skorupi,4,,234,7,14,,4,120,50.0,0,20.0,0,1,0,0,0,471,156.0,7,purple
452,drapion,4,451.0,234,7,14,,4,45,50.0,0,20.0,0,1,0,0,0,472,157.0,7,purple
453,croagunk,4,,235,2,12,,4,140,100.0,0,10.0,1,2,0,0,0,473,88.0,2,blue
454,toxicroak,4,453.0,235,2,12,,4,75,50.0,0,20.0,1,2,0,0,0,474,89.0,2,blue
455,carnivine,4,,236,5,10,,4,200,70.0,0,25.0,0,1,0,0,0,475,186.0,5,green
456,finneon,4,,237,2,3,,4,190,70.0,0,20.0,1,5,0,0,0,476,,2,blue
457,lumineon,4,456.0,237,2,3,,4,75,70.0,0,20.0,1,5,0,0,0,477,,2,blue
458,mantyke,4,,116,2,9,,4,25,50.0,1,25.0,0,1,0,0,0,258,,2,blue
459,snover,4,,239,9,6,,4,120,50.0,0,20.0,1,1,0,0,0,478,,9,white
460,abomasnow,4,459.0,239,9,6,,4,60,50.0,0,20.0,1,1,1,0,0,479,,9,white
461,weavile,4,215.0,109,1,6,,4,45,35.0,0,20.0,1,4,0,0,0,246,182.0,1,black
462,magnezone,4,82.0,34,4,4,,-1,30,50.0,0,20.0,0,2,0,0,0,90,,4,gray
463,lickilicky,4,108.0,48,6,12,,4,30,50.0,0,20.0,0,2,0,0,0,120,,6,pink
464,rhyperior,4,112.0,50,4,6,,4,30,50.0,0,20.0,1,1,0,0,0,125,162.0,4,gray
465,tangrowth,4,114.0,52,2,12,,4,30,50.0,0,20.0,1,2,0,0,0,130,,2,blue
466,electivire,4,125.0,60,10,6,,2,30,50.0,0,25.0,0,2,0,0,0,147,,10,yellow
467,magmortar,4,126.0,61,8,6,,2,30,50.0,0,25.0,0,2,0,0,0,150,,8,red
468,togekiss,4,176.0,87,9,9,,1,30,50.0,0,10.0,0,3,0,0,0,205,,9,white
469,yanmega,4,193.0,95,5,13,,4,30,70.0,0,20.0,0,2,0,0,0,224,,5,green
470,leafeon,4,133.0,67,5,8,,1,45,35.0,0,35.0,0,2,0,0,0,163,7.0,5,green
471,glaceon,4,133.0,67,2,8,,1,45,35.0,0,35.0,0,2,0,0,0,164,8.0,2,blue
472,gliscor,4,207.0,104,7,9,,4,30,70.0,0,20.0,0,4,0,0,0,239,,7,purple
473,mamoswine,4,221.0,112,3,8,,4,50,50.0,0,20.0,1,1,0,0,0,253,,3,brown
474,porygon-z,4,233.0,68,8,4,,-1,30,50.0,0,20.0,0,2,0,0,0,168,,8,red
475,gallade,4,281.0,140,9,12,,0,45,35.0,0,20.0,0,1,1,0,0,308,12.0,9,white
476,probopass,4,299.0,147,4,11,,4,60,70.0,0,20.0,0,2,0,0,0,325,,4,gray
477,dusknoir,4,356.0,182,1,4,,4,45,35.0,0,25.0,0,3,0,0,0,385,71.0,1,black
478,froslass,4,361.0,186,9,4,,8,75,50.0,0,20.0,0,2,0,0,0,392,95.0,9,white
479,rotom,4,,240,8,1,,-1,45,50.0,0,20.0,0,2,1,0,0,480,,8,red
480,uxie,4,,241,10,6,,-1,3,140.0,0,80.0,0,1,0,1,0,481,,10,yellow
481,mesprit,4,,242,6,6,,-1,3,140.0,0,80.0,0,1,0,1,0,482,,6,pink
482,azelf,4,,243,2,6,,-1,3,140.0,0,80.0,0,1,0,1,0,483,,2,blue
483,dialga,4,,244,9,8,,-1,3,0.0,0,120.0,0,1,0,1,0,484,195.0,9,white
484,palkia,4,,245,7,6,,-1,3,0.0,0,120.0,0,1,0,1,0,485,,7,purple
485,heatran,4,,246,3,8,,4,3,100.0,0,10.0,0,1,0,1,0,486,,3,brown
486,regigigas,4,,247,9,12,,-1,3,0.0,0,120.0,0,1,0,1,0,487,,9,white
487,giratina,4,,248,1,10,,-1,3,0.0,0,120.0,0,1,1,1,0,488,,1,black
488,cresselia,4,,249,10,2,,8,3,100.0,0,120.0,0,1,0,1,0,489,,10,yellow
489,phione,4,,250,2,4,,-1,30,70.0,0,40.0,0,1,0,0,1,490,,2,blue
490,manaphy,4,,250,2,12,,-1,3,70.0,0,10.0,0,1,0,0,1,491,,2,blue
491,darkrai,4,,252,1,12,,-1,3,0.0,0,120.0,0,1,0,0,1,492,,1,black
492,shaymin,4,,253,5,8,,-1,45,100.0,0,120.0,0,4,1,0,1,493,,5,green
493,arceus,4,,254,9,8,,-1,3,0.0,0,120.0,0,1,1,0,1,494,199.0,9,white
494,victini,5,,255,10,12,,-1,3,100.0,0,120.0,0,1,0,0,1,495,,10,yellow
495,snivy,5,,256,5,6,,1,45,70.0,0,20.0,0,4,0,0,0,496,118.0,5,green
496,servine,5,495.0,256,5,6,,1,45,70.0,0,20.0,0,4,0,0,0,497,119.0,5,green
497,serperior,5,496.0,256,5,2,,1,45,70.0,0,20.0,0,4,0,0,0,498,120.0,5,green
498,tepig,5,,257,8,8,,1,45,70.0,0,20.0,0,4,0,0,0,499,121.0,8,red
499,pignite,5,498.0,257,8,6,,1,45,70.0,0,20.0,0,4,0,0,0,500,122.0,8,red
500,emboar,5,499.0,257,8,6,,1,45,70.0,0,20.0,0,4,0,0,0,501,123.0,8,red
501,oshawott,5,,258,2,6,,1,45,70.0,0,20.0,0,4,0,0,0,502,106.0,2,blue
502,dewott,5,501.0,258,2,6,,1,45,70.0,0,20.0,0,4,0,0,0,503,107.0,2,blue
503,samurott,5,502.0,258,2,8,,1,45,70.0,0,20.0,0,4,0,0,0,504,108.0,2,blue
504,patrat,5,,259,3,8,,4,255,70.0,0,15.0,0,2,0,0,0,505,,3,brown
505,watchog,5,504.0,259,3,6,,4,255,70.0,0,20.0,0,2,0,0,0,506,,3,brown
506,lillipup,5,,260,3,8,,4,255,50.0,0,15.0,0,4,0,0,0,507,,3,brown
507,herdier,5,506.0,260,4,8,,4,120,50.0,0,15.0,0,4,0,0,0,508,,4,gray
508,stoutland,5,507.0,260,4,8,,4,45,50.0,0,15.0,0,4,0,0,0,509,,4,gray
509,purrloin,5,,261,7,8,,4,255,50.0,0,20.0,0,2,0,0,0,510,,7,purple
510,liepard,5,509.0,261,7,8,,4,90,50.0,0,20.0,0,2,0,0,0,511,,7,purple
511,pansage,5,,262,5,6,,1,190,70.0,0,20.0,0,2,0,0,0,512,136.0,5,green
512,simisage,5,511.0,262,5,6,,1,75,70.0,0,20.0,0,2,0,0,0,513,137.0,5,green
513,pansear,5,,263,8,6,,1,190,70.0,0,20.0,0,2,0,0,0,514,138.0,8,red
514,simisear,5,513.0,263,8,6,,1,75,70.0,0,20.0,0,2,0,0,0,515,139.0,8,red
515,panpour,5,,264,2,6,,1,190,70.0,0,20.0,0,2,0,0,0,516,140.0,2,blue
516,simipour,5,515.0,264,2,6,,1,75,70.0,0,20.0,0,2,0,0,0,517,141.0,2,blue
517,munna,5,,265,6,8,,4,190,50.0,0,10.0,0,3,0,0,0,518,72.0,6,pink
518,musharna,5,517.0,265,6,12,,4,75,50.0,0,10.0,0,3,0,0,0,519,73.0,6,pink
519,pidove,5,,266,4,9,,4,255,50.0,0,15.0,0,4,0,0,0,520,,4,gray
