Pokemon: bulbasaur, Type: unknown
Pokemon: tapu-koko, Type: unknown
Pokemon: tapu-lele, Type: unknown
Pokemon: tapu-bulu, Type: unknown
Pokemon: tapu-fini, Type: unknown
Pokemon: cosmog, Type: unknown
Pokemon: cosmoem, Type: unknown
Pokemon: solgaleo, Type: unknown
Pokemon: lunala, Type: unknown
Pokemon: nihilego, Type: unknown
Pokemon: buzzwole, Type: unknown
Pokemon: pheromosa, Type: unknown
Pokemon: xurkitree, Type: unknown
Pokemon: celesteela, Type: unknown
Pokemon: kartana, Type: unknown
Pokemon: guzzlord, Type: unknown
Pokemon: necrozma, Type: unknown
Pokemon: magearna, Type: unknown
Pokemon: marshadow, Type: unknown
Pokemon: poipole, Type: unknown
Pokemon: naganadel, Type: unknown
Pokemon: stakataka, Type: unknown
Pokemon: blacephalon, Type: unknown
Pokemon: zeraora, Type: unknown
Pokemon: meltan, Type: unknown
Pokemon: melmetal, Type: unknown
Pokemon: grookey, Type: unknown
Pokemon: thwackey, Type: unknown
Pokemon: rillaboom, Type: unknown
Pokemon: scorbunny, Type: unknown
Pokemon: raboot, Type: unknown
Pokemon: cinderace, Type: unknown
Pokemon: sobble, Type: unknown
Pokemon: drizzile, Type: unknown
Pokemon: inteleon, Type: unknown
Pokemon: skwovet, Type: unknown
Pokemon: greedent, Type: unknown
Pokemon: rookidee, Type: unknown
Pokemon: corvisquire, Type: unknown
Pokemon: corviknight, Type: unknown
Pokemon: blipbug, Type: unknown
Pokemon: dottler, Type: unknown
Pokemon: orbeetle, Type: unknown
Pokemon: nickit, Type: unknown
Pokemon: thievul, Type: unknown
Pokemon: gossifleur, Type: unknown
Pokemon: eldegoss, Type: unknown
Pokemon: wooloo, Type: unknown
Pokemon: dubwool, Type: unknown
Pokemon: chewtle, Type: unknown
Pokemon: drednaw, Type: unknown
Pokemon: yamper, Type: unknown
Pokemon: boltund, Type: unknown
Pokemon: rolycoly, Type: unknown
Pokemon: carkol, Type: unknown
Pokemon: coalossal, Type: unknown
Pokemon: applin, Type: unknown
Pokemon: flapple, Type: unknown
Pokemon: appletun, Type: unknown
Pokemon: silicobra, Type: unknown
Pokemon: sandaconda, Type: unknown
Pokemon: cramorant, Type: unknown
Pokemon: arrokuda, Type: unknown
Pokemon: barraskewda, Type: unknown
Pokemon: toxel, Type: unknown
Pokemon: toxtricity-amped, Type: unknown
Pokemon: sizzlipede, Type: unknown
Pokemon: centiskorch, Type: unknown
Pokemon: clobbopus, Type: unknown
Pokemon: grapploct, Type: unknown
Pokemon: sinistea, Type: unknown
Pokemon: polteageist, Type: unknown
Pokemon: hatenna, Type: unknown
Pokemon: hattrem, Type: unknown
Pokemon: hatterene, Type: unknown
Pokemon: impidimp, Type: unknown
Pokemon: morgrem, Type: unknown
Pokemon: grimmsnarl, Type: unknown
Pokemon: obstagoon, Type: unknown
Pokemon: perrserker, Type: unknown
Pokemon: cursola, Type: unknown
Pokemon: sirfetchd, Type: unknown
Pokemon: mr-rime, Type: unknown
Pokemon: runerigus, Type: unknown
Pokemon: milcery, Type: unknown
Pokemon: alcremie, Type: unknown
Pokemon: falinks, Type: unknown
Pokemon: pincurchin, Type: unknown
Pokemon: snom, Type: unknown
Pokemon: frosmoth, Type: unknown
Pokemon: stonjourner, Type: unknown
Pokemon: eiscue-ice, Type: unknown
Pokemon: indeedee-male, Type: unknown
Pokemon: morpeko-full-belly, Type: unknown
Pokemon: cufant, Type: unknown
Pokemon: copperajah, Type: unknown
Pokemon: dracozolt, Type: unknown
Pokemon: arctozolt, Type: unknown
Pokemon: dracovish, Type: unknown
Pokemon: arctovish, Type: unknown
Pokemon: duraludon, Type: unknown
Pokemon: dreepy, Type: unknown
Pokemon: drakloak, Type: unknown
Pokemon: dragapult, Type: unknown
Pokemon: zacian, Type: unknown
Pokemon: zamazenta, Type: unknown
Pokemon: eternatus, Type: unknown
Pokemon: kubfu, Type: unknown
Pokemon: urshifu-single-strike, Type: unknown
Pokemon: zarude, Type: unknown
Pokemon: regieleki, Type: unknown
Pokemon: regidrago, Type: unknown
Pokemon: glastrier, Type: unknown
Pokemon: spectrier, Type: unknown
Pokemon: calyrex, Type: unknown
Pokemon: deoxys-attack, Type: unknown
Pokemon: deoxys-defense, Type: unknown
Pokemon: deoxys-speed, Type: unknown
Pokemon: wormadam-sandy, Type: unknown
Pokemon: wormadam-trash, Type: unknown
Pokemon: shaymin-sky, Type: unknown
Pokemon: giratina-origin, Type: unknown
Pokemon: rotom-heat, Type: unknown
Pokemon: rotom-wash, Type: unknown
Pokemon: rotom-frost, Type: unknown
Pokemon: rotom-fan, Type: unknown
Pokemon: rotom-mow, Type: unknown
Pokemon: castform-sunny, Type: unknown
Pokemon: castform-rainy, Type: unknown
Pokemon: castform-snowy, Type: unknown
Pokemon: basculin-blue-striped, Type: unknown
Pokemon: darmanitan-zen, Type: unknown
Pokemon: meloetta-pirouette, Type: unknown
Pokemon: tornadus-therian, Type: unknown
Pokemon: thundurus-therian, Type: unknown
Pokemon: landorus-therian, Type: unknown
Pokemon: kyurem-black, Type: unknown
Pokemon: kyurem-white, Type: unknown
Pokemon: keldeo-resolute, Type: unknown
Pokemon: meowstic-female, Type: unknown
Pokemon: aegislash-blade, Type: unknown
Pokemon: pumpkaboo-small, Type: unknown
Pokemon: pumpkaboo-large, Type: unknown
Pokemon: pumpkaboo-super, Type: unknown
Pokemon: gourgeist-small, Type: unknown
Pokemon: gourgeist-large, Type: unknown
Pokemon: gourgeist-super, Type: unknown
Pokemon: venusaur-mega, Type: unknown
Pokemon: charizard-mega-x, Type: unknown
Pokemon: charizard-mega-y, Type: unknown
Pokemon: blastoise-mega, Type: unknown
Pokemon: alakazam-mega, Type: unknown
Pokemon: gengar-mega, Type: unknown
Pokemon: kangaskhan-mega, Type: unknown
Pokemon: pinsir-mega, Type: unknown
Pokemon: gyarados-mega, Type: unknown
Pokemon: aerodactyl-mega, Type: unknown
Pokemon: mewtwo-mega-x, Type: unknown
Pokemon: mewtwo-mega-y, Type: unknown
Pokemon: ampharos-mega, Type: unknown
Pokemon: scizor-mega, Type: unknown
Pokemon: heracross-mega, Type: unknown
Pokemon: houndoom-mega, Type: unknown
Pokemon: tyranitar-mega, Type: unknown
Pokemon: blaziken-mega, Type: unknown
Pokemon: gardevoir-mega, Type: unknown
Pokemon: mawile-mega, Type: unknown
Pokemon: aggron-mega, Type: unknown
Pokemon: medicham-mega, Type: unknown
Pokemon: manectric-mega, Type: unknown
Pokemon: banette-mega, Type: unknown
Pokemon: absol-mega, Type: unknown
Pokemon: garchomp-mega, Type: unknown
Pokemon: lucario-mega, Type: unknown
Pokemon: abomasnow-mega, Type: unknown
Pokemon: floette-eternal, Type: unknown
Pokemon: latias-mega, Type: unknown
Pokemon: latios-mega, Type: unknown
Pokemon: swampert-mega, Type: unknown
Pokemon: sceptile-mega, Type: unknown
Pokemon: sableye-mega, Type: unknown
Pokemon: altaria-mega, Type: unknown
Pokemon: gallade-mega, Type: unknown
Pokemon: audino-mega, Type: unknown
Pokemon: sharpedo-mega, Type: unknown
Pokemon: slowbro-mega, Type: unknown
Pokemon: steelix-mega, Type: unknown
Pokemon: pidgeot-mega, Type: unknown
Pokemon: glalie-mega, Type: unknown
Pokemon: diancie-mega, Type: unknown
Pokemon: metagross-mega, Type: unknown
Pokemon: kyogre-primal, Type: unknown
Pokemon: groudon-primal, Type: unknown
Pokemon: rayquaza-mega, Type: unknown
Pokemon: pikachu-rock-star, Type: unknown
Pokemon: pikachu-belle, Type: unknown
Pokemon: pikachu-pop-star, Type: unknown
Pokemon: pikachu-phd, Type: unknown
Pokemon: pikachu-libre, Type: unknown
Pokemon: pikachu-cosplay, Type: unknown
Pokemon: hoopa-unbound, Type: unknown
Pokemon: camerupt-mega, Type: unknown
Pokemon: lopunny-mega, Type: unknown
Pokemon: salamence-mega, Type: unknown
Pokemon: beedrill-mega, Type: unknown
Pokemon: rattata-alola, Type: unknown
Pokemon: raticate-alola, Type: unknown
Pokemon: raticate-totem-alola, Type: unknown
Pokemon: pikachu-original-cap, Type: unknown
Pokemon: pikachu-hoenn-cap, Type: unknown
Pokemon: pikachu-sinnoh-cap, Type: unknown
Pokemon: pikachu-unova-cap, Type: unknown
Pokemon: pikachu-kalos-cap, Type: unknown
Pokemon: pikachu-alola-cap, Type: unknown
Pokemon: raichu-alola, Type: unknown
Pokemon: sandshrew-alola, Type: unknown
Pokemon: sandslash-alola, Type: unknown
Pokemon: vulpix-alola, Type: unknown
Pokemon: ninetales-alola, Type: unknown
Pokemon: diglett-alola, Type: unknown
Pokemon: dugtrio-alola, Type: unknown
Pokemon: meowth-alola, Type: unknown
Pokemon: persian-alola, Type: unknown
Pokemon: geodude-alola, Type: unknown
Pokemon: graveler-alola, Type: unknown
Pokemon: golem-alola, Type: unknown
Pokemon: grimer-alola, Type: unknown
Pokemon: muk-alola, Type: unknown
Pokemon: exeggutor-alola, Type: unknown
Pokemon: marowak-alola, Type: unknown
Pokemon: greninja-battle-bond, Type: unknown
Pokemon: greninja-ash, Type: unknown
Pokemon: zygarde-10-power-construct, Type: unknown
Pokemon: zygarde-50-power-construct, Type: unknown
Pokemon: zygarde-complete, Type: unknown
Pokemon: gumshoos-totem, Type: unknown
Pokemon: vikavolt-totem, Type: unknown
Pokemon: oricorio-pom-pom, Type: unknown
Pokemon: oricorio-pau, Type: unknown
Pokemon: oricorio-sensu, Type: unknown
Pokemon: lycanroc-midnight, Type: unknown
Pokemon: wishiwashi-school, Type: unknown
Pokemon: lurantis-totem, Type: unknown
Pokemon: salazzle-totem, Type: unknown
Pokemon: minior-orange-meteor, Type: unknown
Pokemon: minior-yellow-meteor, Type: unknown
Pokemon: minior-green-meteor, Type: unknown
Pokemon: minior-blue-meteor, Type: unknown
Pokemon: minior-indigo-meteor, Type: unknown
Pokemon: minior-violet-meteor, Type: unknown
Pokemon: minior-red, Type: unknown
Pokemon: minior-orange, Type: unknown
Pokemon: minior-yellow, Type: unknown
Pokemon: minior-green, Type: unknown
Pokemon: minior-blue, Type: unknown
Pokemon: minior-indigo, Type: unknown
Pokemon: minior-violet, Type: unknown
Pokemon: mimikyu-busted, Type: unknown
Pokemon: mimikyu-totem-disguised, Type: unknown
Pokemon: mimikyu-totem-busted, Type: unknown
Pokemon: kommo-o-totem, Type: unknown
Pokemon: magearna-original, Type: unknown
Pokemon: pikachu-partner-cap, Type: unknown
Pokemon: marowak-totem, Type: unknown
Pokemon: ribombee-totem, Type: unknown
Pokemon: rockruff-own-tempo, Type: unknown
Pokemon: lycanroc-dusk, Type: unknown
Pokemon: araquanid-totem, Type: unknown
Pokemon: togedemaru-totem, Type: unknown
Pokemon: necrozma-dusk, Type: unknown
Pokemon: necrozma-dawn, Type: unknown
Pokemon: necrozma-ultra, Type: unknown
Pokemon: pikachu-starter, Type: unknown
Pokemon: eevee-starter, Type: unknown
Pokemon: pikachu-world-cap, Type: unknown
Pokemon: meowth-galar, Type: unknown
Pokemon: ponyta-galar, Type: unknown
Pokemon: rapidash-galar, Type: unknown
Pokemon: slowpoke-galar, Type: unknown
Pokemon: slowbro-galar, Type: unknown
Pokemon: farfetchd-galar, Type: unknown
Pokemon: weezing-galar, Type: unknown
Pokemon: mr-mime-galar, Type: unknown
Pokemon: articuno-galar, Type: unknown
Pokemon: zapdos-galar, Type: unknown
Pokemon: moltres-galar, Type: unknown
Pokemon: slowking-galar, Type: unknown
Pokemon: corsola-galar, Type: unknown
Pokemon: zigzagoon-galar, Type: unknown
Pokemon: linoone-galar, Type: unknown
Pokemon: darumaka-galar, Type: unknown
Pokemon: darmanitan-galar-standard, Type: unknown
Pokemon: darmanitan-galar-zen, Type: unknown
Pokemon: yamask-galar, Type: unknown
Pokemon: stunfisk-galar, Type: unknown
Pokemon: zygarde-10, Type: unknown
Pokemon: cramorant-gulping, Type: unknown
Pokemon: cramorant-gorging, Type: unknown
Pokemon: toxtricity-low-key, Type: unknown
Pokemon: eiscue-noice, Type: unknown
Pokemon: indeedee-female, Type: unknown
Pokemon: morpeko-hangry, Type: unknown
Pokemon: zacian-crowned, Type: unknown
Pokemon: zamazenta-crowned, Type: unknown
Pokemon: eternatus-eternamax, Type: unknown
Pokemon: urshifu-rapid-strike, Type: unknown
Pokemon: zarude-dada, Type: unknown
Pokemon: calyrex-ice, Type: unknown
Pokemon: calyrex-shadow, Type: unknown
