id,identifier,species_id,height,weight,base_experience,order,is_default
563,cofagrigus,563,17,765,169.0,685.0,1.0
564,tirtouga,564,7,165,71.0,686.0,1.0
565,carracosta,565,12,810,173.0,687.0,1.0
566,archen,566,5,95,71.0,688.0,1.0
567,archeops,567,14,320,177.0,689.0,1.0
568,trubbish,568,6,310,66.0,690.0,1.0
569,garbodor,569,19,1073,166.0,691.0,1.0
570,zorua,570,7,125,66.0,692.0,1.0
571,zoroark,571,16,811,179.0,693.0,1.0
572,minccino,572,4,58,60.0,694.0,1.0
573,cinccino,573,5,75,165.0,695.0,1.0
574,gothita,574,4,58,58.0,696.0,1.0
575,gothorita,575,7,180,137.0,697.0,1.0
576,gothitelle,576,15,440,245.0,698.0,1.0
577,solosis,577,3,10,58.0,699.0,1.0
578,duosion,578,6,80,130.0,700.0,1.0
579,reuniclus,579,10,201,245.0,701.0,1.0
580,ducklett,580,5,55,61.0,702.0,1.0
581,swanna,581,13,242,166.0,703.0,1.0
582,vanillite,582,4,57,61.0,704.0,1.0
583,vanillish,583,11,410,138.0,705.0,1.0
584,vanilluxe,584,13,575,268.0,706.0,1.0
585,deerling,585,6,195,67.0,707.0,1.0
586,sawsbuck,586,19,925,166.0,708.0,1.0
587,emolga,587,4,50,150.0,709.0,1.0
588,karrablast,588,5,59,63.0,710.0,1.0
589,escavalier,589,10,330,173.0,711.0,1.0
590,foongus,590,2,10,59.0,712.0,1.0
591,amoonguss,591,6,105,162.0,713.0,1.0
592,frillish,592,12,330,67.0,714.0,1.0
593,jellicent,593,22,1350,168.0,715.0,1.0
594,alomomola,594,12,316,165.0,716.0,1.0
595,joltik,595,1,6,64.0,717.0,1.0
596,galvantula,596,8,143,165.0,718.0,1.0
597,ferroseed,597,6,188,61.0,719.0,1.0
598,ferrothorn,598,10,1100,171.0,720.0,1.0
599,klink,599,3,210,60.0,721.0,1.0
600,klang,600,6,510,154.0,722.0,1.0
601,klinklang,601,6,810,260.0,723.0,1.0
602,tynamo,602,2,3,55.0,724.0,1.0
603,eelektrik,603,12,220,142.0,725.0,1.0
604,eelektross,604,21,805,232.0,726.0,1.0
605,elgyem,605,5,90,67.0,727.0,1.0
606,beheeyem,606,10,345,170.0,728.0,1.0
607,litwick,607,3,31,55.0,729.0,1.0
608,lampent,608,6,130,130.0,730.0,1.0
609,chandelure,609,10,343,260.0,731.0,1.0
610,axew,610,6,180,64.0,732.0,1.0
611,fraxure,611,10,360,144.0,733.0,1.0
612,haxorus,612,18,1055,270.0,734.0,1.0
613,cubchoo,613,5,85,61.0,735.0,1.0
614,beartic,614,26,2600,177.0,736.0,1.0
615,cryogonal,615,11,1480,180.0,737.0,1.0
616,shelmet,616,4,77,61.0,738.0,1.0
617,accelgor,617,8,253,173.0,739.0,1.0
618,stunfisk,618,7,110,165.0,740.0,1.0
619,mienfoo,619,9,200,70.0,742.0,1.0
620,mienshao,620,14,355,179.0,743.0,1.0
621,druddigon,621,16,1390,170.0,744.0,1.0
622,golett,622,10,920,61.0,745.0,1.0
623,golurk,623,28,3300,169.0,746.0,1.0
624,pawniard,624,5,102,68.0,747.0,1.0
625,bisharp,625,16,700,172.0,748.0,1.0
626,bouffalant,626,16,946,172.0,749.0,1.0
627,rufflet,627,5,105,70.0,750.0,1.0
628,braviary,628,15,410,179.0,751.0,1.0
629,vullaby,629,5,90,74.0,752.0,1.0
630,mandibuzz,630,12,395,179.0,753.0,1.0
631,heatmor,631,14,580,169.0,754.0,1.0
632,durant,632,3,330,169.0,755.0,1.0
633,deino,633,8,173,60.0,756.0,1.0
634,zweilous,634,14,500,147.0,757.0,1.0
635,hydreigon,635,18,1600,300.0,758.0,1.0
636,larvesta,636,11,288,72.0,759.0,1.0
637,volcarona,637,16,460,275.0,760.0,1.0
638,cobalion,638,21,2500,290.0,761.0,1.0
639,terrakion,639,19,2600,290.0,762.0,1.0
640,virizion,640,20,2000,290.0,763.0,1.0
641,tornadus-incarnate,641,15,630,290.0,764.0,1.0
642,thundurus-incarnate,642,15,610,290.0,766.0,1.0
643,reshiram,643,32,3300,340.0,768.0,1.0
644,zekrom,644,29,3450,340.0,769.0,1.0
645,landorus-incarnate,645,15,680,300.0,770.0,1.0
646,kyurem,646,30,3250,330.0,772.0,1.0
647,keldeo-ordinary,647,14,485,290.0,775.0,1.0
648,meloetta-aria,648,6,65,270.0,777.0,1.0
649,genesect,649,15,825,300.0,779.0,1.0
650,chespin,650,4,90,63.0,780.0,1.0
651,quilladin,651,7,290,142.0,781.0,1.0
652,chesnaught,652,16,900,239.0,782.0,1.0
653,fennekin,653,4,94,61.0,783.0,1.0
654,braixen,654,10,145,143.0,784.0,1.0
655,delphox,655,15,390,240.0,785.0,1.0
656,froakie,656,3,70,63.0,786.0,1.0
657,frogadier,657,6,109,142.0,787.0,1.0
658,greninja,658,15,400,239.0,788.0,1.0
659,bunnelby,659,4,50,47.0,791.0,1.0
660,diggersby,660,10,424,148.0,792.0,1.0
661,fletchling,661,3,17,56.0,793.0,1.0
662,fletchinder,662,7,160,134.0,794.0,1.0
663,talonflame,663,12,245,175.0,795.0,1.0
664,scatterbug,664,3,25,40.0,796.0,1.0
665,spewpa,665,3,84,75.0,797.0,1.0
666,vivillon,666,12,170,185.0,798.0,1.0
667,litleo,667,6,135,74.0,799.0,1.0
668,pyroar,668,15,815,177.0,800.0,1.0
669,flabebe,669,1,1,61.0,801.0,1.0
670,floette,670,2,9,130.0,802.0,1.0
671,florges,671,11,100,248.0,804.0,1.0
672,skiddo,672,9,310,70.0,805.0,1.0
673,gogoat,673,17,910,186.0,806.0,1.0
674,pancham,674,6,80,70.0,807.0,1.0
675,pangoro,675,21,1360,173.0,808.0,1.0
676,furfrou,676,12,280,165.0,809.0,1.0
677,espurr,677,3,35,71.0,810.0,1.0
678,meowstic-male,678,6,85,163.0,811.0,1.0
679,honedge,679,8,20,65.0,813.0,1.0
680,doublade,680,8,45,157.0,814.0,1.0
681,aegislash-shield,681,17,530,250.0,815.0,1.0
682,spritzee,682,2,5,68.0,817.0,1.0
683,aromatisse,683,8,155,162.0,818.0,1.0
684,swirlix,684,4,35,68.0,819.0,1.0
685,slurpuff,685,8,50,168.0,820.0,1.0
686,inkay,686,4,35,58.0,821.0,1.0
687,malamar,687,15,470,169.0,822.0,1.0
688,binacle,688,5,310,61.0,823.0,1.0
689,barbaracle,689,13,960,175.0,824.0,1.0
690,skrelp,690,5,73,64.0,825.0,1.0
691,dragalge,691,18,815,173.0,826.0,1.0
692,clauncher,692,5,83,66.0,827.0,1.0
693,clawitzer,693,13,353,100.0,828.0,1.0
694,helioptile,694,5,60,58.0,829.0,1.0
695,heliolisk,695,10,210,168.0,830.0,1.0
696,tyrunt,696,8,260,72.0,831.0,1.0
697,tyrantrum,697,25,2700,182.0,832.0,1.0
698,amaura,698,13,252,72.0,833.0,1.0
699,aurorus,699,27,2250,104.0,834.0,1.0
700,sylveon,700,10,235,184.0,224.0,1.0
701,hawlucha,701,8,215,175.0,835.0,1.0
702,dedenne,702,2,22,151.0,836.0,1.0
703,carbink,703,3,57,100.0,837.0,1.0
704,goomy,704,3,28,60.0,838.0,1.0
705,sliggoo,705,8,175,158.0,839.0,1.0
706,goodra,706,20,1505,300.0,840.0,1.0
707,klefki,707,2,30,165.0,841.0,1.0
708,phantump,708,4,70,62.0,842.0,1.0
709,trevenant,709,15,710,166.0,843.0,1.0
710,pumpkaboo-average,710,4,50,67.0,844.0,1.0
711,gourgeist-average,711,9,125,173.0,848.0,1.0
712,bergmite,712,10,995,61.0,852.0,1.0
713,avalugg,713,20,5050,180.0,853.0,1.0
714,noibat,714,5,80,49.0,854.0,1.0
715,noivern,715,15,850,187.0,855.0,1.0
716,xerneas,716,30,2150,340.0,856.0,1.0
717,yveltal,717,58,2030,340.0,857.0,1.0
718,zygarde-50,718,50,3050,300.0,858.0,1.0
719,diancie,719,7,88,300.0,863.0,1.0
720,hoopa,720,5,90,270.0,865.0,1.0
721,volcanion,721,17,1950,300.0,867.0,1.0
722,rowlet,722,3,15,64.0,868.0,1.0
723,dartrix,723,7,160,147.0,869.0,1.0
724,decidueye,724,16,366,265.0,870.0,1.0
725,litten,725,4,43,64.0,871.0,1.0
726,torracat,726,7,250,147.0,872.0,1.0
727,incineroar,727,18,830,265.0,873.0,1.0
728,popplio,728,4,75,64.0,874.0,1.0
729,brionne,729,6,175,147.0,875.0,1.0
730,primarina,730,18,440,265.0,876.0,1.0
731,pikipek,731,3,12,53.0,877.0,1.0
732,trumbeak,732,6,148,124.0,878.0,1.0
733,toucannon,733,11,260,218.0,879.0,1.0
734,yungoos,734,4,60,51.0,880.0,1.0
735,gumshoos,735,7,142,146.0,881.0,1.0
736,grubbin,736,4,44,60.0,883.0,1.0
737,charjabug,737,5,105,140.0,884.0,1.0
738,vikavolt,738,15,450,250.0,885.0,1.0
739,crabrawler,739,6,70,68.0,887.0,1.0
740,crabominable,740,17,1800,167.0,888.0,1.0
741,oricorio-baile,741,6,34,167.0,889.0,1.0
742,cutiefly,742,1,2,61.0,893.0,1.0
743,ribombee,743,2,5,162.0,894.0,1.0
744,rockruff,744,5,92,56.0,896.0,1.0
745,lycanroc-midday,745,8,250,170.0,898.0,1.0
746,wishiwashi-solo,746,2,3,61.0,901.0,1.0
747,mareanie,747,4,80,61.0,903.0,1.0
748,toxapex,748,7,145,173.0,904.0,1.0
749,mudbray,749,10,1100,77.0,905.0,1.0
750,mudsdale,750,25,9200,175.0,906.0,1.0
751,dewpider,751,3,40,54.0,907.0,1.0
752,araquanid,752,18,820,159.0,908.0,1.0
753,fomantis,753,3,15,50.0,910.0,1.0
754,lurantis,754,9,185,168.0,911.0,1.0
755,morelull,755,2,15,57.0,913.0,1.0
756,shiinotic,756,10,115,142.0,914.0,1.0
757,salandit,757,6,48,64.0,915.0,1.0
758,salazzle,758,12,222,168.0,916.0,1.0
759,stufful,759,5,68,68.0,918.0,1.0
760,bewear,760,21,1350,175.0,919.0,1.0
761,bounsweet,761,3,32,42.0,920.0,1.0
762,steenee,762,7,82,102.0,921.0,1.0
763,tsareena,763,12,214,255.0,922.0,1.0
764,comfey,764,1,3,170.0,923.0,1.0
765,oranguru,765,15,760,172.0,924.0,1.0
766,passimian,766,20,828,172.0,925.0,1.0
767,wimpod,767,5,120,46.0,926.0,1.0
768,golisopod,768,20,1080,186.0,927.0,1.0
769,sandygast,769,5,700,64.0,928.0,1.0
770,palossand,770,13,2500,168.0,929.0,1.0
771,pyukumuku,771,3,12,144.0,930.0,1.0
772,type-null,772,19,1205,107.0,931.0,1.0
773,silvally,773,23,1005,285.0,932.0,1.0
774,minior-red-meteor,774,3,400,154.0,933.0,1.0
775,komala,775,4,199,168.0,947.0,1.0
776,turtonator,776,20,2120,170.0,948.0,1.0
777,togedemaru,777,3,33,152.0,949.0,1.0
778,mimikyu-disguised,778,2,7,167.0,951.0,1.0
779,bruxish,779,9,190,166.0,955.0,1.0
780,drampa,780,30,1850,170.0,956.0,1.0
781,dhelmise,781,39,2100,181.0,957.0,1.0
782,jangmo-o,782,6,297,60.0,958.0,1.0
783,hakamo-o,783,12,470,147.0,959.0,1.0
784,kommo-o,784,16,782,300.0,960.0,1.0
785,tapu-koko,785,18,205,285.0,962.0,1.0
786,tapu-lele,786,12,186,285.0,963.0,1.0
787,tapu-bulu,787,19,455,285.0,964.0,1.0
788,tapu-fini,788,13,212,285.0,965.0,1.0
789,cosmog,789,2,1,40.0,966.0,1.0
790,cosmoem,790,1,9999,140.0,967.0,1.0
791,solgaleo,791,34,2300,340.0,968.0,1.0
792,lunala,792,40,1200,340.0,969.0,1.0
793,nihilego,793,12,555,285.0,970.0,1.0
794,buzzwole,794,24,3336,285.0,971.0,1.0
795,pheromosa,795,18,250,285.0,972.0,1.0
796,xurkitree,796,38,1000,285.0,973.0,1.0
797,celesteela,797,92,9999,285.0,974.0,1.0
798,kartana,798,3,1,285.0,975.0,1.0
799,guzzlord,799,55,8880,285.0,976.0,1.0
800,necrozma,800,24,2300,300.0,977.0,1.0
801,magearna,801,10,805,300.0,981.0,1.0
802,marshadow,802,7,222,300.0,983.0,1.0
803,poipole,803,6,18,210.0,984.0,1.0
804,naganadel,804,36,1500,270.0,985.0,1.0
805,stakataka,805,55,8200,285.0,986.0,1.0
806,blacephalon,806,18,130,285.0,987.0,1.0
807,zeraora,807,15,445,300.0,988.0,1.0
808,meltan,808,2,80,150.0,989.0,1.0
809,melmetal,809,25,8000,300.0,990.0,1.0
810,grookey,810,3,50,62.0,991.0,1.0
811,thwackey,811,7,140,147.0,992.0,1.0
812,rillaboom,812,21,900,265.0,993.0,1.0
813,scorbunny,813,3,45,62.0,994.0,1.0
814,raboot,814,6,90,147.0,995.0,1.0
815,cinderace,815,14,330,265.0,996.0,1.0
816,sobble,816,3,40,62.0,997.0,1.0
817,drizzile,817,7,115,147.0,998.0,1.0
818,inteleon,818,19,452,265.0,999.0,1.0
819,skwovet,819,3,25,55.0,1000.0,1.0
820,greedent,820,6,60,161.0,1001.0,1.0
821,rookidee,821,2,18,49.0,1002.0,1.0
822,corvisquire,822,8,160,128.0,1003.0,1.0
823,corviknight,823,22,750,248.0,1004.0,1.0
824,blipbug,824,4,80,36.0,1005.0,1.0
825,dottler,825,4,195,117.0,1006.0,1.0
826,orbeetle,826,4,408,253.0,1007.0,1.0
827,nickit,827,6,89,49.0,1008.0,1.0
828,thievul,828,12,199,159.0,1009.0,1.0
829,gossifleur,829,4,22,50.0,1010.0,1.0
830,eldegoss,830,5,25,161.0,1011.0,1.0
831,wooloo,831,6,60,122.0,1012.0,1.0
832,dubwool,832,13,430,172.0,1013.0,1.0
833,chewtle,833,3,85,57.0,1014.0,1.0
834,drednaw,834,10,1155,170.0,1015.0,1.0
835,yamper,835,3,135,54.0,1016.0,1.0
836,boltund,836,10,340,172.0,1017.0,1.0
837,rolycoly,837,3,120,48.0,1018.0,1.0
838,carkol,838,11,780,144.0,1019.0,1.0
839,coalossal,839,28,3105,255.0,1020.0,1.0
840,applin,840,2,5,52.0,1021.0,1.0
841,flapple,841,3,10,170.0,1022.0,1.0
842,appletun,842,4,130,170.0,1023.0,1.0
843,silicobra,843,22,76,63.0,1024.0,1.0
844,sandaconda,844,38,655,179.0,1025.0,1.0
845,cramorant,845,8,180,166.0,1026.0,1.0
846,arrokuda,846,5,10,56.0,1029.0,1.0
847,barraskewda,847,13,300,172.0,1030.0,1.0
848,toxel,848,4,110,48.0,1031.0,1.0
849,toxtricity-amped,849,16,400,176.0,1032.0,1.0
850,sizzlipede,850,7,10,61.0,1034.0,1.0
851,centiskorch,851,30,1200,184.0,1035.0,1.0
852,clobbopus,852,6,40,62.0,1036.0,1.0
853,grapploct,853,16,390,168.0,1037.0,1.0
854,sinistea,854,1,2,62.0,1038.0,1.0
855,polteageist,855,2,4,178.0,1039.0,1.0
856,hatenna,856,4,34,53.0,1040.0,1.0
857,hattrem,857,6,48,130.0,1041.0,1.0
858,hatterene,858,21,51,255.0,1042.0,1.0
859,impidimp,859,4,55,53.0,1043.0,1.0
860,morgrem,860,8,125,130.0,1044.0,1.0
861,grimmsnarl,861,15,610,255.0,1045.0,1.0
862,obstagoon,862,16,460,260.0,1046.0,1.0
863,perrserker,863,8,280,154.0,1047.0,1.0
864,cursola,864,10,4,179.0,1048.0,1.0
865,sirfetchd,865,8,1170,177.0,1049.0,1.0
866,mr-rime,866,15,582,182.0,1050.0,1.0
867,runerigus,867,16,666,169.0,1051.0,1.0
868,milcery,868,2,3,54.0,1052.0,1.0
869,alcremie,869,3,5,173.0,1053.0,1.0
870,falinks,870,30,620,165.0,1054.0,1.0
871,pincurchin,871,3,10,152.0,1055.0,1.0
872,snom,872,3,38,37.0,1056.0,1.0
873,frosmoth,873,13,420,166.0,1057.0,1.0
874,stonjourner,874,25,5200,165.0,1058.0,1.0
875,eiscue-ice,875,14,890,165.0,1059.0,1.0
876,indeedee-male,876,9,280,166.0,1061.0,1.0
877,morpeko-full-belly,877,3,30,153.0,1063.0,1.0
878,cufant,878,12,1000,66.0,1065.0,1.0
879,copperajah,879,30,6500,175.0,1066.0,1.0
880,dracozolt,880,18,1900,177.0,1067.0,1.0
881,arctozolt,881,23,1500,177.0,1068.0,1.0
882,dracovish,882,23,2150,177.0,1069.0,1.0
883,arctovish,883,20,1750,177.0,1070.0,1.0
884,duraludon,884,18,400,187.0,1071.0,1.0
885,dreepy,885,5,20,54.0,1072.0,1.0
886,drakloak,886,14,110,144.0,1073.0,1.0
887,dragapult,887,30,500,300.0,1074.0,1.0
888,zacian,888,28,1100,335.0,1075.0,1.0
889,zamazenta,889,29,2100,335.0,1077.0,1.0
890,eternatus,890,200,9500,345.0,1079.0,1.0
891,kubfu,891,6,120,77.0,1081.0,1.0
892,urshifu-single-strike,892,19,1050,275.0,1082.0,1.0
893,zarude,893,18,700,300.0,1084.0,1.0
894,regieleki,894,12,1450,290.0,1086.0,1.0
895,regidrago,895,21,2000,290.0,1087.0,1.0
896,glastrier,896,22,8000,290.0,1088.0,1.0
897,spectrier,897,20,445,290.0,1089.0,1.0
898,calyrex,898,11,77,250.0,1090.0,1.0
899,wyrdeer,899,18,951,263.0,,1.0
900,kleavor,900,18,890,175.0,,1.0
901,ursaluna,901,24,2900,275.0,,1.0
902,basculegion-male,902,30,1100,265.0,,1.0
903,sneasler,903,13,430,102.0,,1.0
904,overqwil,904,25,605,179.0,,1.0
905,enamorus-incarnate,905,16,480,116.0,,1.0
906,sprigatito,906,4,41,62.0,906.0,1.0
907,floragato,907,9,122,144.0,907.0,1.0
908,meowscarada,908,15,312,265.0,908.0,1.0
909,fuecoco,909,4,98,62.0,909.0,1.0
910,crocalor,910,10,307,144.0,910.0,1.0
911,skeledirge,911,16,3265,265.0,911.0,1.0
912,quaxly,912,5,61,62.0,912.0,1.0
913,quaxwell,913,12,215,144.0,913.0,1.0
914,quaquaval,914,18,619,265.0,914.0,1.0
915,lechonk,915,5,102,51.0,915.0,1.0
916,oinkologne-male,916,10,1200,171.0,916.0,1.0
917,tarountula,917,3,40,42.0,918.0,1.0
918,spidops,918,10,165,141.0,919.0,1.0
919,nymble,919,2,10,42.0,920.0,1.0
920,lokix,920,10,175,158.0,921.0,1.0
921,pawmi,921,3,25,48.0,954.0,1.0
922,pawmo,922,4,65,123.0,955.0,1.0
923,pawmot,923,9,410,245.0,956.0,1.0
924,tandemaus,924,3,18,61.0,945.0,1.0
925,maushold-family-of-four,925,3,23,165.0,946.0,1.0
926,fidough,926,3,109,62.0,970.0,1.0
927,dachsbun,927,5,149,167.0,971.0,1.0
928,smoliv,928,3,65,52.0,935.0,1.0
929,dolliv,929,6,119,124.0,936.0,1.0
930,arboliva,930,14,482,255.0,937.0,1.0
931,squawkabilly-green-plumage,931,6,24,146.0,960.0,1.0
932,nacli,932,4,160,56.0,963.0,1.0
933,naclstack,933,6,1050,124.0,964.0,1.0
934,garganacl,934,23,2400,250.0,965.0,1.0
935,charcadet,935,6,105,51.0,1003.0,1.0
936,armarouge,936,15,850,263.0,1004.0,1.0
937,ceruledge,937,16,620,263.0,1005.0,1.0
938,tadbulb,938,3,4,54.0,940.0,1.0
939,bellibolt,939,12,1130,173.0,941.0,1.0
940,wattrel,940,4,36,56.0,957.0,1.0
941,kilowattrel,941,14,386,172.0,958.0,1.0
942,maschiff,942,5,160,68.0,972.0,1.0
943,mabosstiff,943,11,610,177.0,973.0,1.0
944,shroodle,944,2,7,58.0,968.0,1.0
945,grafaiai,945,7,272,170.0,969.0,1.0
946,bramblin,946,6,6,55.0,974.0,1.0
947,brambleghast,947,12,60,168.0,975.0,1.0
948,toedscool,948,9,330,67.0,1006.0,1.0
949,toedscruel,949,19,580,180.0,1007.0,1.0
950,klawf,950,13,790,158.0,962.0,1.0
951,capsakid,951,3,30,61.0,938.0,1.0
952,scovillain,952,9,150,170.0,939.0,1.0
953,rellor,953,2,10,54.0,922.0,1.0
954,rabsca,954,3,35,165.0,923.0,1.0
955,flittle,955,2,15,51.0,926.0,1.0
956,espathra,956,19,900,168.0,927.0,1.0
957,tinkatink,957,4,89,59.0,1000.0,1.0
958,tinkatuff,958,7,591,133.0,1001.0,1.0
959,tinkaton,959,7,1128,253.0,1002.0,1.0
960,wiglett,960,12,18,49.0,929.0,1.0
961,wugtrio,961,12,54,149.0,930.0,1.0
962,bombirdier,962,15,429,243.0,959.0,1.0
963,finizen,963,13,602,63.0,933.0,1.0
964,palafin-zero,964,13,602,160.0,934.0,1.0
965,varoom,965,10,350,60.0,942.0,1.0
966,revavroom,966,18,1200,175.0,943.0,1.0
967,cyclizar,967,16,630,175.0,953.0,1.0
968,orthworm,968,25,3100,240.0,944.0,1.0
969,glimmet,969,7,80,70.0,966.0,1.0
970,glimmora,970,15,450,184.0,967.0,1.0
971,greavard,971,6,350,58.0,924.0,1.0
972,houndstone,972,20,150,171.0,925.0,1.0
973,flamigo,973,16,370,175.0,961.0,1.0
974,cetoddle,974,12,450,67.0,947.0,1.0
975,cetitan,975,45,7000,182.0,948.0,1.0
976,veluza,976,25,900,167.0,932.0,1.0
977,dondozo,977,120,2200,265.0,931.0,1.0
978,tatsugiri-curly,978,3,80,166.0,952.0,1.0
979,annihilape,979,12,560,268.0,1010.0,1.0
980,clodsire,980,18,2230,151.0,1009.0,1.0
981,farigiraf,981,32,1600,260.0,928.0,1.0
982,dudunsparce-two-segment,982,36,392,182.0,917.0,1.0
983,kingambit,983,20,1200,275.0,1008.0,1.0
984,great-tusk,984,22,3200,285.0,978.0,1.0
985,scream-tail,985,12,80,285.0,982.0,1.0
986,brute-bonnet,986,12,210,285.0,979.0,1.0
987,flutter-mane,987,14,40,285.0,983.0,1.0
988,slither-wing,988,32,920,285.0,984.0,1.0
989,sandy-shocks,989,23,600,285.0,981.0,1.0
990,iron-treads,990,9,2400,285.0,986.0,1.0
991,iron-bundle,991,6,110,285.0,992.0,1.0
992,iron-hands,992,18,3807,285.0,989.0,1.0
993,iron-jugulis,993,13,1110,285.0,990.0,1.0
994,iron-moth,994,12,360,285.0,988.0,1.0
995,iron-thorns,995,16,3030,285.0,991.0,1.0
996,frigibax,996,5,170,64.0,949.0,1.0
997,arctibax,997,8,300,148.0,950.0,1.0
998,baxcalibur,998,21,2100,300.0,951.0,1.0
999,gimmighoul,999,3,50,60.0,976.0,1.0
1000,gholdengo,1000,12,300,275.0,977.0,1.0
1001,wo-chien,1001,15,742,285.0,996.0,1.0
1002,chien-pao,1002,19,1522,285.0,995.0,1.0
1003,ting-lu,1003,27,6997,285.0,994.0,1.0
1004,chi-yu,1004,4,49,285.0,997.0,1.0
1005,roaring-moon,1005,20,3800,295.0,985.0,1.0
1006,iron-valiant,1006,14,350,295.0,993.0,1.0
1007,koraidon,1007,25,3030,335.0,998.0,1.0
1008,miraidon,1008,35,2400,335.0,999.0,1.0
1009,walking-wake,1009,35,2800,295.0,1093.0,1.0
1010,iron-leaves,1010,15,1250,295.0,1094.0,1.0
1011,dipplin,1011,4,97,170.0,1095.0,1.0
1012,poltchageist,1012,1,11,62.0,1096.0,1.0
1013,sinistcha,1013,2,22,178.0,1097.0,1.0
1014,okidogi,1014,18,922,278.0,1098.0,1.0
1015,munkidori,1015,10,122,278.0,1099.0,1.0
1016,fezandipiti,1016,14,301,278.0,1100.0,1.0
1017,ogerpon,1017,12,398,275.0,1101.0,1.0
1018,archaludon,1018,20,600,300.0,1102.0,1.0
1019,hydrapple,1019,18,930,270.0,1103.0,1.0
1020,gouging-fire,1020,35,5900,295.0,1104.0,1.0
1021,raging-bolt,1021,52,4800,295.0,1105.0,1.0
1022,iron-boulder,1022,15,1625,295.0,1106.0,1.0
1023,iron-crown,1023,16,1560,295.0,1107.0,1.0
1024,terapagos,1024,2,65,90.0,1108.0,1.0
1025,pecharunt,1025,3,3,300.0,1109.0,1.0
10001,deoxys-attack,386,17,608,270.0,515.0,0.0
10002,deoxys-defense,386,17,608,270.0,516.0,0.0
10003,deoxys-speed,386,17,608,270.0,517.0,0.0
10004,wormadam-sandy,413,5,65,148.0,543.0,0.0
10005,wormadam-trash,413,5,65,148.0,544.0,0.0
10006,shaymin-sky,492,4,52,270.0,607.0,0.0
10007,giratina-origin,487,69,6500,340.0,601.0,0.0
10008,rotom-heat,479,3,3,182.0,588.0,0.0
10009,rotom-wash,479,3,3,182.0,589.0,0.0
10010,rotom-frost,479,3,3,182.0,590.0,0.0
10011,rotom-fan,479,3,3,182.0,591.0,0.0
10012,rotom-mow,479,3,3,182.0,592.0,0.0
10013,castform-sunny,351,3,8,147.0,465.0,0.0
10014,castform-rainy,351,3,8,147.0,466.0,0.0
10015,castform-snowy,351,3,8,147.0,467.0,0.0
10016,basculin-blue-striped,550,10,180,161.0,667.0,0.0
10017,darmanitan-zen,555,13,929,189.0,674.0,0.0
10018,meloetta-pirouette,648,6,65,270.0,778.0,0.0
10019,tornadus-therian,641,14,630,290.0,765.0,0.0
10020,thundurus-therian,642,30,610,290.0,767.0,0.0
10021,landorus-therian,645,13,680,300.0,771.0,0.0
10022,kyurem-black,646,33,3250,350.0,774.0,0.0
10023,kyurem-white,646,36,3250,350.0,773.0,0.0
10024,keldeo-resolute,647,14,485,290.0,776.0,0.0
10025,meowstic-female,678,6,85,163.0,812.0,0.0
10026,aegislash-blade,681,17,530,250.0,816.0,0.0
10027,pumpkaboo-small,710,3,35,67.0,845.0,0.0
10028,pumpkaboo-large,710,5,75,67.0,846.0,0.0
10029,pumpkaboo-super,710,8,150,67.0,847.0,0.0
10030,gourgeist-small,711,7,95,173.0,849.0,0.0
10031,gourgeist-large,711,11,140,173.0,850.0,0.0
10032,gourgeist-super,711,17,390,173.0,851.0,0.0
10033,venusaur-mega,3,24,1555,281.0,4.0,0.0
10034,charizard-mega-x,6,17,1105,285.0,8.0,0.0
10035,charizard-mega-y,6,17,1005,285.0,9.0,0.0
10036,blastoise-mega,9,16,1011,284.0,13.0,0.0
10037,alakazam-mega,65,12,480,270.0,106.0,0.0
10038,gengar-mega,94,14,405,270.0,150.0,0.0
10039,kangaskhan-mega,115,22,1000,207.0,185.0,0.0
10040,pinsir-mega,127,17,590,210.0,208.0,0.0
10041,gyarados-mega,130,65,3050,224.0,212.0,0.0
10042,aerodactyl-mega,142,21,790,215.0,233.0,0.0
10043,mewtwo-mega-x,150,23,1270,351.0,246.0,0.0
10044,mewtwo-mega-y,150,15,330,351.0,247.0,0.0
10045,ampharos-mega,181,14,615,275.0,276.0,0.0
10046,scizor-mega,212,20,1250,210.0,198.0,0.0
10047,heracross-mega,214,17,625,210.0,311.0,0.0
10048,houndoom-mega,229,19,495,210.0,331.0,0.0
10049,tyranitar-mega,248,25,2550,315.0,343.0,0.0
10050,blaziken-mega,257,19,520,284.0,354.0,0.0
10051,gardevoir-mega,282,16,484,278.0,383.0,0.0
10052,mawile-mega,303,10,235,168.0,408.0,0.0
10053,aggron-mega,306,22,3950,284.0,412.0,0.0
10054,medicham-mega,308,13,315,179.0,415.0,0.0
10055,manectric-mega,310,18,440,201.0,418.0,0.0
10056,banette-mega,354,12,130,194.0,471.0,0.0
10057,absol-mega,359,12,490,198.0,479.0,0.0
10058,garchomp-mega,445,19,950,315.0,571.0,0.0
10059,lucario-mega,448,13,575,219.0,574.0,0.0
10060,abomasnow-mega,460,27,1850,208.0,586.0,0.0
10061,floette-eternal,670,2,9,243.0,803.0,0.0
10062,latias-mega,380,18,520,315.0,504.0,0.0
10063,latios-mega,381,23,700,315.0,506.0,0.0
10064,swampert-mega,260,19,1020,286.0,358.0,0.0
10065,sceptile-mega,254,19,552,284.0,350.0,0.0
10066,sableye-mega,302,5,1610,168.0,406.0,0.0
10067,altaria-mega,334,15,206,207.0,447.0,0.0
10068,gallade-mega,475,16,564,278.0,385.0,0.0
