id,identifier,species_id,height,weight,base_experience,order,is_default
639,Terrakion,639,19,2600,290,762.0,1
640,Virizion,640,20,2000,290,763.0,1
641,Tornadus Incarnate,641,15,630,290,764.0,1
642,Thundurus Incarnate,642,15,610,290,766.0,1
643,Reshiram,643,32,3300,340,768.0,1
644,Zekrom,644,29,3450,340,769.0,1
645,Landorus Incarnate,645,15,680,300,770.0,1
646,Kyurem,646,30,3250,330,772.0,1
647,Keldeo Ordinary,647,14,485,290,775.0,1
648,Meloetta Aria,648,6,65,270,777.0,1
649,Genesect,649,15,825,300,779.0,1
650,Chespin,650,4,90,63,780.0,1
651,Quilladin,651,7,290,142,781.0,1
652,Chesnaught,652,16,900,239,782.0,1
653,Fennekin,653,4,94,61,783.0,1
654,Braixen,654,10,145,143,784.0,1
655,Delphox,655,15,390,240,785.0,1
656,Froakie,656,3,70,63,786.0,1
657,Frogadier,657,6,109,142,787.0,1
658,Greninja,658,15,400,239,788.0,1
659,Bunnelby,659,4,50,47,791.0,1
660,Diggersby,660,10,424,148,792.0,1
661,Fletchling,661,3,17,56,793.0,1
662,Fletchinder,662,7,160,134,794.0,1
663,Talonflame,663,12,245,175,795.0,1
664,Scatterbug,664,3,25,40,796.0,1
665,Spewpa,665,3,84,75,797.0,1
666,Vivillon,666,12,170,185,798.0,1
667,Litleo,667,6,135,74,799.0,1
668,Pyroar,668,15,815,177,800.0,1
669,Flabebe,669,1,1,61,801.0,1
670,Floette,670,2,9,130,802.0,1
671,Florges,671,11,100,248,804.0,1
672,Skiddo,672,9,310,70,805.0,1
673,Gogoat,673,17,910,186,806.0,1
674,Pancham,674,6,80,70,807.0,1
675,Pangoro,675,21,1360,173,808.0,1
676,Furfrou,676,12,280,165,809.0,1
677,Espurr,677,3,35,71,810.0,1
678,Meowstic Male,678,6,85,163,811.0,1
679,Honedge,679,8,20,65,813.0,1
680,Doublade,680,8,45,157,814.0,1
681,Aegislash Shield,681,17,530,250,815.0,1
682,Spritzee,682,2,5,68,817.0,1
683,Aromatisse,683,8,155,162,818.0,1
684,Swirlix,684,4,35,68,819.0,1
685,Slurpuff,685,8,50,168,820.0,1
686,Inkay,686,4,35,58,821.0,1
687,Malamar,687,15,470,169,822.0,1
688,Binacle,688,5,310,61,823.0,1
689,Barbaracle,689,13,960,175,824.0,1
690,Skrelp,690,5,73,64,825.0,1
691,Dragalge,691,18,815,173,826.0,1
692,Clauncher,692,5,83,66,827.0,1
693,Clawitzer,693,13,353,100,828.0,1
694,Helioptile,694,5,60,58,829.0,1
695,Heliolisk,695,10,210,168,830.0,1
696,Tyrunt,696,8,260,72,831.0,1
697,Tyrantrum,697,25,2700,182,832.0,1
698,Amaura,698,13,252,72,833.0,1
699,Aurorus,699,27,2250,104,834.0,1
700,Sylveon,700,10,235,184,224.0,1
701,Hawlucha,701,8,215,175,835.0,1
702,Dedenne,702,2,22,151,836.0,1
703,Carbink,703,3,57,100,837.0,1
704,Goomy,704,3,28,60,838.0,1
705,Sliggoo,705,8,175,158,839.0,1
706,Goodra,706,20,1505,300,840.0,1
707,Klefki,707,2,30,165,841.0,1
708,Phantump,708,4,70,62,842.0,1
709,Trevenant,709,15,710,166,843.0,1
710,Pumpkaboo Average,710,4,50,67,844.0,1
711,Gourgeist Average,711,9,125,173,848.0,1
712,Bergmite,712,10,995,61,852.0,1
713,Avalugg,713,20,5050,180,853.0,1
714,Noibat,714,5,80,49,854.0,1
715,Noivern,715,15,850,187,855.0,1
716,Xerneas,716,30,2150,340,856.0,1
717,Yveltal,717,58,2030,340,857.0,1
718,Zygarde 50,718,50,3050,300,858.0,1
719,Diancie,719,7,88,300,863.0,1
720,Hoopa,720,5,90,270,865.0,1
721,Volcanion,721,17,1950,300,867.0,1
722,Rowlet,722,3,15,64,868.0,1
723,Dartrix,723,7,160,147,869.0,1
724,Decidueye,724,16,366,265,870.0,1
725,Litten,725,4,43,64,871.0,1
726,Torracat,726,7,250,147,872.0,1
727,Incineroar,727,18,830,265,873.0,1
728,Popplio,728,4,75,64,874.0,1
729,Brionne,729,6,175,147,875.0,1
730,Primarina,730,18,440,265,876.0,1
731,Pikipek,731,3,12,53,877.0,1
732,Trumbeak,732,6,148,124,878.0,1
733,Toucannon,733,11,260,218,879.0,1
734,Yungoos,734,4,60,51,880.0,1
735,Gumshoos,735,7,142,146,881.0,1
736,Grubbin,736,4,44,60,883.0,1
737,Charjabug,737,5,105,140,884.0,1
738,Vikavolt,738,15,450,250,885.0,1
739,Crabrawler,739,6,70,68,887.0,1
740,Crabominable,740,17,1800,167,888.0,1
741,Oricorio Baile,741,6,34,167,889.0,1
742,Cutiefly,742,1,2,61,893.0,1
743,Ribombee,743,2,5,162,894.0,1
744,Rockruff,744,5,92,56,896.0,1
745,Lycanroc Midday,745,8,250,170,898.0,1
746,Wishiwashi Solo,746,2,3,61,901.0,1
747,Mareanie,747,4,80,61,903.0,1
748,Toxapex,748,7,145,173,904.0,1
749,Mudbray,749,10,1100,77,905.0,1
750,Mudsdale,750,25,9200,175,906.0,1
751,Dewpider,751,3,40,54,907.0,1
752,Araquanid,752,18,820,159,908.0,1
753,Fomantis,753,3,15,50,910.0,1
754,Lurantis,754,9,185,168,911.0,1
755,Morelull,755,2,15,57,913.0,1
756,Shiinotic,756,10,115,142,914.0,1
757,Salandit,757,6,48,64,915.0,1
758,Salazzle,758,12,222,168,916.0,1
759,Stufful,759,5,68,68,918.0,1
760,Bewear,760,21,1350,175,919.0,1
761,Bounsweet,761,3,32,42,920.0,1
762,Steenee,762,7,82,102,921.0,1
763,Tsareena,763,12,214,255,922.0,1
764,Comfey,764,1,3,170,923.0,1
765,Oranguru,765,15,760,172,924.0,1
766,Passimian,766,20,828,172,925.0,1
767,Wimpod,767,5,120,46,926.0,1
768,Golisopod,768,20,1080,186,927.0,1
769,Sandygast,769,5,700,64,928.0,1
770,Palossand,770,13,2500,168,929.0,1
771,Pyukumuku,771,3,12,144,930.0,1
772,Type Null,772,19,1205,107,931.0,1
773,Silvally,773,23,1005,285,932.0,1
774,Minior Red Meteor,774,3,400,154,933.0,1
775,Komala,775,4,199,168,947.0,1
776,Turtonator,776,20,2120,170,948.0,1
777,Togedemaru,777,3,33,152,949.0,1
778,Mimikyu Disguised,778,2,7,167,951.0,1
779,Bruxish,779,9,190,166,955.0,1
780,Drampa,780,30,1850,170,956.0,1
781,Dhelmise,781,39,2100,181,957.0,1
782,Jangmo O,782,6,297,60,958.0,1
783,Hakamo O,783,12,470,147,959.0,1
784,Kommo O,784,16,782,300,960.0,1
785,Tapu Koko,785,18,205,285,962.0,1
786,Tapu Lele,786,12,186,285,963.0,1
787,Tapu Bulu,787,19,455,285,964.0,1
788,Tapu Fini,788,13,212,285,965.0,1
789,Cosmog,789,2,1,40,966.0,1
790,Cosmoem,790,1,9999,140,967.0,1
791,Solgaleo,791,34,2300,340,968.0,1
792,Lunala,792,40,1200,340,969.0,1
793,Nihilego,793,12,555,285,970.0,1
794,Buzzwole,794,24,3336,285,971.0,1
795,Pheromosa,795,18,250,285,972.0,1
796,Xurkitree,796,38,1000,285,973.0,1
797,Celesteela,797,92,9999,285,974.0,1
798,Kartana,798,3,1,285,975.0,1
799,Guzzlord,799,55,8880,285,976.0,1
800,Necrozma,800,24,2300,300,977.0,1
801,Magearna,801,10,805,300,981.0,1
802,Marshadow,802,7,222,300,983.0,1
803,Poipole,803,6,18,210,984.0,1
804,Naganadel,804,36,1500,270,985.0,1
805,Stakataka,805,55,8200,285,986.0,1
806,Blacephalon,806,18,130,285,987.0,1
807,Zeraora,807,15,445,300,988.0,1
808,Meltan,808,2,80,150,989.0,1
809,Melmetal,809,25,8000,300,990.0,1
810,Grookey,810,3,50,62,991.0,1
811,Thwackey,811,7,140,147,992.0,1
812,Rillaboom,812,21,900,265,993.0,1
813,Scorbunny,813,3,45,62,994.0,1
814,Raboot,814,6,90,147,995.0,1
815,Cinderace,815,14,330,265,996.0,1
816,Sobble,816,3,40,62,997.0,1
817,Drizzile,817,7,115,147,998.0,1
818,Inteleon,818,19,452,265,999.0,1
819,Skwovet,819,3,25,55,1000.0,1
820,Greedent,820,6,60,161,1001.0,1
821,Rookidee,821,2,18,49,1002.0,1
822,Corvisquire,822,8,160,128,1003.0,1
823,Corviknight,823,22,750,248,1004.0,1
824,Blipbug,824,4,80,36,1005.0,1
825,Dottler,825,4,195,117,1006.0,1
826,Orbeetle,826,4,408,253,1007.0,1
827,Nickit,827,6,89,49,1008.0,1
828,Thievul,828,12,199,159,1009.0,1
829,Gossifleur,829,4,22,50,1010.0,1
830,Eldegoss,830,5,25,161,1011.0,1
831,Wooloo,831,6,60,122,1012.0,1
832,Dubwool,832,13,430,172,1013.0,1
833,Chewtle,833,3,85,57,1014.0,1
834,Drednaw,834,10,1155,170,1015.0,1
835,Yamper,835,3,135,54,1016.0,1
836,Boltund,836,10,340,172,1017.0,1
837,Rolycoly,837,3,120,48,1018.0,1
838,Carkol,838,11,780,144,1019.0,1
839,Coalossal,839,28,3105,255,1020.0,1
840,Applin,840,2,5,52,1021.0,1
841,Flapple,841,3,10,170,1022.0,1
842,Appletun,842,4,130,170,1023.0,1
843,Silicobra,843,22,76,63,1024.0,1
844,Sandaconda,844,38,655,179,1025.0,1
845,Cramorant,845,8,180,166,1026.0,1
846,Arrokuda,846,5,10,56,1029.0,1
847,Barraskewda,847,13,300,172,1030.0,1
848,Toxel,848,4,110,48,1031.0,1
849,Toxtricity Amped,849,16,400,176,1032.0,1
850,Sizzlipede,850,7,10,61,1034.0,1
851,Centiskorch,851,30,1200,184,1035.0,1
852,Clobbopus,852,6,40,62,1036.0,1
853,Grapploct,853,16,390,168,1037.0,1
854,Sinistea,854,1,2,62,1038.0,1
855,Polteageist,855,2,4,178,1039.0,1
856,Hatenna,856,4,34,53,1040.0,1
857,Hattrem,857,6,48,130,1041.0,1
858,Hatterene,858,21,51,255,1042.0,1
859,Impidimp,859,4,55,53,1043.0,1
860,Morgrem,860,8,125,130,1044.0,1
861,Grimmsnarl,861,15,610,255,1045.0,1
862,Obstagoon,862,16,460,260,1046.0,1
863,Perrserker,863,8,280,154,1047.0,1
864,Cursola,864,10,4,179,1048.0,1
865,Sirfetchd,865,8,1170,177,1049.0,1
866,Mr Rime,866,15,582,182,1050.0,1
867,Runerigus,867,16,666,169,1051.0,1
868,Milcery,868,2,3,54,1052.0,1
869,Alcremie,869,3,5,173,1053.0,1
870,Falinks,870,30,620,165,1054.0,1
871,Pincurchin,871,3,10,152,1055.0,1
872,Snom,872,3,38,37,1056.0,1
873,Frosmoth,873,13,420,166,1057.0,1
874,Stonjourner,874,25,5200,165,1058.0,1
875,Eiscue Ice,875,14,890,165,1059.0,1
876,Indeedee Male,876,9,280,166,1061.0,1
877,Morpeko Full Belly,877,3,30,153,1063.0,1
878,Cufant,878,12,1000,66,1065.0,1
879,Copperajah,879,30,6500,175,1066.0,1
880,Dracozolt,880,18,1900,177,1067.0,1
881,Arctozolt,881,23,1500,177,1068.0,1
882,Dracovish,882,23,2150,177,1069.0,1
883,Arctovish,883,20,1750,177,1070.0,1
884,Duraludon,884,18,400,187,1071.0,1
885,Dreepy,885,5,20,54,1072.0,1
886,Drakloak,886,14,110,144,1073.0,1
887,Dragapult,887,30,500,300,1074.0,1
888,Zacian,888,28,1100,335,1075.0,1
889,Zamazenta,889,29,2100,335,1077.0,1
890,Eternatus,890,200,9500,345,1079.0,1
891,Kubfu,891,6,120,77,1081.0,1
892,Urshifu Single Strike,892,19,1050,275,1082.0,1
893,Zarude,893,18,700,300,1084.0,1
894,Regieleki,894,12,1450,290,1086.0,1
895,Regidrago,895,21,2000,290,1087.0,1
896,Glastrier,896,22,8000,290,1088.0,1
897,Spectrier,897,20,445,290,1089.0,1
898,Calyrex,898,11,77,250,1090.0,1
899,Wyrdeer,899,18,951,263,,1
900,Kleavor,900,18,890,175,,1
901,Ursaluna,901,24,2900,275,,1
902,Basculegion Male,902,30,1100,265,,1
903,Sneasler,903,13,430,102,,1
904,Overqwil,904,25,605,179,,1
905,Enamorus Incarnate,905,16,480,116,,1
906,Sprigatito,906,4,41,62,906.0,1
907,Floragato,907,9,122,144,907.0,1
908,Meowscarada,908,15,312,265,908.0,1
909,Fuecoco,909,4,98,62,909.0,1
910,Crocalor,910,10,307,144,910.0,1
911,Skeledirge,911,16,3265,265,911.0,1
912,Quaxly,912,5,61,62,912.0,1
913,Quaxwell,913,12,215,144,913.0,1
914,Quaquaval,914,18,619,265,914.0,1
915,Lechonk,915,5,102,51,915.0,1
916,Oinkologne Male,916,10,1200,171,916.0,1
917,Tarountula,917,3,40,42,918.0,1
918,Spidops,918,10,165,141,919.0,1
919,Nymble,919,2,10,42,920.0,1
920,Lokix,920,10,175,158,921.0,1
921,Pawmi,921,3,25,48,954.0,1
922,Pawmo,922,4,65,123,955.0,1
923,Pawmot,923,9,410,245,956.0,1
924,Tandemaus,924,3,18,61,945.0,1
925,Maushold Family Of Four,925,3,23,165,946.0,1
926,Fidough,926,3,109,62,970.0,1
927,Dachsbun,927,5,149,167,971.0,1
928,Smoliv,928,3,65,52,935.0,1
929,Dolliv,929,6,119,124,936.0,1
930,Arboliva,930,14,482,255,937.0,1
931,Squawkabilly Green Plumage,931,6,24,146,960.0,1
932,Nacli,932,4,160,56,963.0,1
933,Naclstack,933,6,1050,124,964.0,1
934,Garganacl,934,23,2400,250,965.0,1
935,Charcadet,935,6,105,51,1003.0,1
936,Armarouge,936,15,850,263,1004.0,1
937,Ceruledge,937,16,620,263,1005.0,1
938,Tadbulb,938,3,4,54,940.0,1
939,Bellibolt,939,12,1130,173,941.0,1
940,Wattrel,940,4,36,56,957.0,1
941,Kilowattrel,941,14,386,172,958.0,1
942,Maschiff,942,5,160,68,972.0,1
943,Mabosstiff,943,11,610,177,973.0,1
944,Shroodle,944,2,7,58,968.0,1
945,Grafaiai,945,7,272,170,969.0,1
946,Bramblin,946,6,6,55,974.0,1
947,Brambleghast,947,12,60,168,975.0,1
948,Toedscool,948,9,330,67,1006.0,1
949,Toedscruel,949,19,580,180,1007.0,1
950,Klawf,950,13,790,158,962.0,1
951,Capsakid,951,3,30,61,938.0,1
952,Scovillain,952,9,150,170,939.0,1
953,Rellor,953,2,10,54,922.0,1
954,Rabsca,954,3,35,165,923.0,1
955,Flittle,955,2,15,51,926.0,1
956,Espathra,956,19,900,168,927.0,1
957,Tinkatink,957,4,89,59,1000.0,1
958,Tinkatuff,958,7,591,133,1001.0,1
959,Tinkaton,959,7,1128,253,1002.0,1
960,Wiglett,960,12,18,49,929.0,1
961,Wugtrio,961,12,54,149,930.0,1
962,Bombirdier,962,15,429,243,959.0,1
963,Finizen,963,13,602,63,933.0,1
964,Palafin Zero,964,13,602,160,934.0,1
965,Varoom,965,10,350,60,942.0,1
966,Revavroom,966,18,1200,175,943.0,1
967,Cyclizar,967,16,630,175,953.0,1
968,Orthworm,968,25,3100,240,944.0,1
969,Glimmet,969,7,80,70,966.0,1
970,Glimmora,970,15,450,184,967.0,1
971,Greavard,971,6,350,58,924.0,1
972,Houndstone,972,20,150,171,925.0,1
973,Flamigo,973,16,370,175,961.0,1
974,Cetoddle,974,12,450,67,947.0,1
975,Cetitan,975,45,7000,182,948.0,1
976,Veluza,976,25,900,167,932.0,1
977,Dondozo,977,120,2200,265,931.0,1
978,Tatsugiri Curly,978,3,80,166,952.0,1
979,Annihilape,979,12,560,268,1010.0,1
980,Clodsire,980,18,2230,151,1009.0,1
981,Farigiraf,981,32,1600,260,928.0,1
982,Dudunsparce Two Segment,982,36,392,182,917.0,1
983,Kingambit,983,20,1200,275,1008.0,1
984,Great Tusk,984,22,3200,285,978.0,1
985,Scream Tail,985,12,80,285,982.0,1
986,Brute Bonnet,986,12,210,285,979.0,1
987,Flutter Mane,987,14,40,285,983.0,1
988,Slither Wing,988,32,920,285,984.0,1
989,Sandy Shocks,989,23,600,285,981.0,1
990,Iron Treads,990,9,2400,285,986.0,1
991,Iron Bundle,991,6,110,285,992.0,1
992,Iron Hands,992,18,3807,285,989.0,1
993,Iron Jugulis,993,13,1110,285,990.0,1
994,Iron Moth,994,12,360,285,988.0,1
995,Iron Thorns,995,16,3030,285,991.0,1
996,Frigibax,996,5,170,64,949.0,1
997,Arctibax,997,8,300,148,950.0,1
998,Baxcalibur,998,21,2100,300,951.0,1
999,Gimmighoul,999,3,50,60,976.0,1
1000,Gholdengo,1000,12,300,275,977.0,1
1001,Wo Chien,1001,15,742,285,996.0,1
1002,Chien Pao,1002,19,1522,285,995.0,1
1003,Ting Lu,1003,27,6997,285,994.0,1
1004,Chi Yu,1004,4,49,285,997.0,1
1005,Roaring Moon,1005,20,3800,295,985.0,1
1006,Iron Valiant,1006,14,350,295,993.0,1
1007,Koraidon,1007,25,3030,335,998.0,1
1008,Miraidon,1008,35,2400,335,999.0,1
1009,Walking Wake,1009,35,2800,295,1093.0,1
1010,Iron Leaves,1010,15,1250,295,1094.0,1
1011,Dipplin,1011,4,97,170,1095.0,1
1012,Poltchageist,1012,1,11,62,1096.0,1
1013,Sinistcha,1013,2,22,178,1097.0,1
1014,Okidogi,1014,18,922,278,1098.0,1
1015,Munkidori,1015,10,122,278,1099.0,1
1016,Fezandipiti,1016,14,301,278,1100.0,1
1017,Ogerpon,1017,12,398,275,1101.0,1
1018,Archaludon,1018,20,600,300,1102.0,1
1019,Hydrapple,1019,18,930,270,1103.0,1
1020,Gouging Fire,1020,35,5900,295,1104.0,1
1021,Raging Bolt,1021,52,4800,295,1105.0,1
1022,Iron Boulder,1022,15,1625,295,1106.0,1
1023,Iron Crown,1023,16,1560,295,1107.0,1
1024,Terapagos,1024,2,65,90,1108.0,1
1025,Pecharunt,1025,3,3,300,1109.0,1
10001,Deoxys Attack,386,17,608,270,515.0,0
10002,Deoxys Defense,386,17,608,270,516.0,0
10003,Deoxys Speed,386,17,608,270,517.0,0
10004,Wormadam Sandy,413,5,65,148,543.0,0
10005,Wormadam Trash,413,5,65,148,544.0,0
10006,Shaymin Sky,492,4,52,270,607.0,0
10007,Giratina Origin,487,69,6500,340,601.0,0
10008,Rotom Heat,479,3,3,182,588.0,0
10009,Rotom Wash,479,3,3,182,589.0,0
10010,Rotom Frost,479,3,3,182,590.0,0
10011,Rotom Fan,479,3,3,182,591.0,0
10012,Rotom Mow,479,3,3,182,592.0,0
10013,Castform Sunny,351,3,8,147,465.0,0
10014,Castform Rainy,351,3,8,147,466.0,0
10015,Castform Snowy,351,3,8,147,467.0,0
10016,Basculin Blue Striped,550,10,180,161,667.0,0
10017,Darmanitan Zen,555,13,929,189,674.0,0
10018,Meloetta Pirouette,648,6,65,270,778.0,0
10019,Tornadus Therian,641,14,630,290,765.0,0
10020,Thundurus Therian,642,30,610,290,767.0,0
10021,Landorus Therian,645,13,680,300,771.0,0
10022,Kyurem Black,646,33,3250,350,774.0,0
10023,Kyurem White,646,36,3250,350,773.0,0
10024,Keldeo Resolute,647,14,485,290,776.0,0
10025,Meowstic Female,678,6,85,163,812.0,0
10026,Aegislash Blade,681,17,530,250,816.0,0
10027,Pumpkaboo Small,710,3,35,67,845.0,0
10028,Pumpkaboo Large,710,5,75,67,846.0,0
10029,Pumpkaboo Super,710,8,150,67,847.0,0
10030,Gourgeist Small,711,7,95,173,849.0,0
10031,Gourgeist Large,711,11,140,173,850.0,0
10032,Gourgeist Super,711,17,390,173,851.0,0
10033,Venusaur Mega,3,24,1555,281,4.0,0
10034,Charizard Mega X,6,17,1105,285,8.0,0
10035,Charizard Mega Y,6,17,1005,285,9.0,0
10036,Blastoise Mega,9,16,1011,284,13.0,0
10037,Alakazam Mega,65,12,480,270,106.0,0
10038,Gengar Mega,94,14,405,270,150.0,0
10039,Kangaskhan Mega,115,22,1000,207,185.0,0
10040,Pinsir Mega,127,17,590,210,208.0,0
10041,Gyarados Mega,130,65,3050,224,212.0,0
10042,Aerodactyl Mega,142,21,790,215,233.0,0
10043,Mewtwo Mega X,150,23,1270,351,246.0,0
10044,Mewtwo Mega Y,150,15,330,351,247.0,0
10045,Ampharos Mega,181,14,615,275,276.0,0
10046,Scizor Mega,212,20,1250,210,198.0,0
10047,Heracross Mega,214,17,625,210,311.0,0
10048,Houndoom Mega,229,19,495,210,331.0,0
10049,Tyranitar Mega,248,25,2550,315,343.0,0
10050,Blaziken Mega,257,19,520,284,354.0,0
10051,Gardevoir Mega,282,16,484,278,383.0,0
10052,Mawile Mega,303,10,235,168,408.0,0
10053,Aggron Mega,306,22,3950,284,412.0,0
10054,Medicham Mega,308,13,315,179,415.0,0
10055,Manectric Mega,310,18,440,201,418.0,0
10056,Banette Mega,354,12,130,194,471.0,0
10057,Absol Mega,359,12,490,198,479.0,0
10058,Garchomp Mega,445,19,950,315,571.0,0
10059,Lucario Mega,448,13,575,219,574.0,0
10060,Abomasnow Mega,460,27,1850,208,586.0,0
10061,Floette Eternal,670,2,9,243,803.0,0
10062,Latias Mega,380,18,520,315,504.0,0
10063,Latios Mega,381,23,700,315,506.0,0
10064,Swampert Mega,260,19,1020,286,358.0,0
10065,Sceptile Mega,254,19,552,284,350.0,0
10066,Sableye Mega,302,5,1610,168,406.0,0
10067,Altaria Mega,334,15,206,207,447.0,0
10068,Gallade Mega,475,16,564,278,385.0,0
10069,Audino Mega,531,15,320,425,647.0,0
10070,Sharpedo Mega,319,25,1303,196,430.0,0
10071,Slowbro Mega,80,20,1200,207,128.0,0
10072,Steelix Mega,208,105,7400,214,153.0,0
10073,Pidgeot Mega,18,22,505,261,24.0,0
10074,Glalie Mega,362,21,3502,203,482.0,0
10075,Diancie Mega,719,11,278,315,864.0,0
10076,Metagross Mega,376,25,9429,315,499.0,0
10077,Kyogre Primal,382,98,4300,347,508.0,0
10078,Groudon Primal,383,50,9997,347,510.0,0
10079,Rayquaza Mega,384,108,3920,351,512.0,0
10080,Pikachu Rock Star,25,4,60,112,37.0,0
10081,Pikachu Belle,25,4,60,112,38.0,0
10082,Pikachu Pop Star,25,4,60,112,39.0,0
10083,Pikachu Phd,25,4,60,112,40.0,0
10084,Pikachu Libre,25,4,60,112,41.0,0
10085,Pikachu Cosplay,25,4,60,112,36.0,0
10086,Hoopa Unbound,720,65,4900,306,866.0,0
10087,Camerupt Mega,323,25,3205,196,435.0,0
10088,Lopunny Mega,428,13,283,203,559.0,0
10089,Salamence Mega,373,18,1126,315,495.0,0
10090,Beedrill Mega,15,14,405,223,20.0,0
10091,Rattata Alola,19,3,38,51,26.0,0
10092,Raticate Alola,20,7,255,145,28.0,0
10093,Raticate Totem Alola,20,14,1050,145,29.0,0
10094,Pikachu Original Cap,25,4,60,112,42.0,0
10095,Pikachu Hoenn Cap,25,4,60,112,43.0,0
10096,Pikachu Sinnoh Cap,25,4,60,112,44.0,0
10097,Pikachu Unova Cap,25,4,60,112,45.0,0
10098,Pikachu Kalos Cap,25,4,60,112,46.0,0
10099,Pikachu Alola Cap,25,4,60,112,47.0,0
10100,Raichu Alola,26,7,210,243,52.0,0
10101,Sandshrew Alola,27,7,400,60,54.0,0
10102,Sandslash Alola,28,12,550,158,56.0,0
10103,Vulpix Alola,37,6,99,60,67.0,0
10104,Ninetales Alola,38,11,199,177,69.0,0
10105,Diglett Alola,50,2,10,53,85.0,0
10106,Dugtrio Alola,51,7,666,149,87.0,0
10107,Meowth Alola,52,4,42,58,89.0,0
10108,Persian Alola,53,11,330,154,92.0,0
10109,Geodude Alola,74,4,203,60,116.0,0
10110,Graveler Alola,75,10,1100,137,118.0,0
10111,Golem Alola,76,17,3160,223,120.0,0
10112,Grimer Alola,88,7,420,65,142.0,0
10113,Muk Alola,89,10,520,175,144.0,0
10114,Exeggutor Alola,103,109,4156,186,162.0,0
10115,Marowak Alola,105,10,340,149,165.0,0
10116,Greninja Battle Bond,658,15,400,239,789.0,0
10117,Greninja Ash,658,15,400,288,790.0,0
10118,Zygarde 10 Power Construct,718,12,335,243,860.0,0
10119,Zygarde 50 Power Construct,718,50,3050,300,861.0,0
10120,Zygarde Complete,718,45,6100,354,862.0,0
10121,Gumshoos Totem,735,14,600,146,882.0,0
10122,Vikavolt Totem,738,26,1475,225,886.0,0
10123,Oricorio Pom Pom,741,6,34,167,890.0,0
10124,Oricorio Pau,741,6,34,167,891.0,0
10125,Oricorio Sensu,741,6,34,167,892.0,0
10126,Lycanroc Midnight,745,11,250,170,899.0,0
10127,Wishiwashi School,746,82,786,217,902.0,0
10128,Lurantis Totem,754,15,580,168,912.0,0
10129,Salazzle Totem,758,21,810,168,917.0,0
10130,Minior Orange Meteor,774,3,400,154,934.0,0
10131,Minior Yellow Meteor,774,3,400,154,935.0,0
10132,Minior Green Meteor,774,3,400,154,936.0,0
10133,Minior Blue Meteor,774,3,400,154,937.0,0
10134,Minior Indigo Meteor,774,3,400,154,938.0,0
10135,Minior Violet Meteor,774,3,400,154,939.0,0
10136,Minior Red,774,3,3,175,940.0,0
10137,Minior Orange,774,3,3,175,941.0,0
10138,Minior Yellow,774,3,3,175,942.0,0
10139,Minior Green,774,3,3,175,943.0,0
10140,Minior Blue,774,3,3,175,944.0,0
10141,Minior Indigo,774,3,3,175,945.0,0
10142,Minior Violet,774,3,3,175,946.0,0
10143,Mimikyu Busted,778,2,7,167,952.0,0
10144,Mimikyu Totem Disguised,778,4,28,167,953.0,0
10145,Mimikyu Totem Busted,778,4,28,167,954.0,0
10146,Kommo O Totem,784,24,2075,270,961.0,0
10147,Magearna Original,801,10,805,300,982.0,0
10148,Pikachu Partner Cap,25,4,60,112,48.0,0
10149,Marowak Totem,105,17,980,149,166.0,0
10150,Ribombee Totem,743,4,20,162,895.0,0
10151,Rockruff Own Tempo,744,5,92,56,897.0,0
10152,Lycanroc Dusk,745,8,250,170,900.0,0
10153,Araquanid Totem,752,31,2175,159,909.0,0
10154,Togedemaru Totem,777,6,130,152,950.0,0
10155,Necrozma Dusk,800,38,4600,340,978.0,0
10156,Necrozma Dawn,800,42,3500,340,979.0,0
10157,Necrozma Ultra,800,75,2300,339,980.0,0
10158,Pikachu Starter,25,4,60,86,49.0,0
10159,Eevee Starter,133,3,65,87,216.0,0
10160,Pikachu World Cap,25,4,60,112,50.0,0
10161,Meowth Galar,52,4,75,58,90.0,0
10162,Ponyta Galar,77,8,240,82,122.0,0
10163,Rapidash Galar,78,17,800,175,124.0,0
10164,Slowpoke Galar,79,12,360,63,126.0,0
10165,Slowbro Galar,80,16,705,172,129.0,0
10166,Farfetchd Galar,83,8,420,132,136.0,0
10167,Weezing Galar,110,30,160,172,175.0,0
10168,Mr Mime Galar,122,14,568,161,195.0,0
10169,Articuno Galar,144,17,509,290,237.0,0
10170,Zapdos Galar,145,16,582,290,239.0,0
10171,Moltres Galar,146,20,660,290,241.0,0
10172,Slowking Galar,199,18,795,172,131.0,0
10173,Corsola Galar,222,6,5,144,322.0,0
10174,Zigzagoon Galar,263,4,175,56,362.0,0
10175,Linoone Galar,264,5,325,147,364.0,0
10176,Darumaka Galar,554,7,400,63,672.0,0
10177,Darmanitan Galar Standard,555,17,1200,168,675.0,0
10178,Darmanitan Galar Zen,555,17,1200,189,676.0,0
10179,Yamask Galar,562,5,15,61,684.0,0
10180,Stunfisk Galar,618,7,205,165,741.0,0
10181,Zygarde 10,718,12,335,243,859.0,0
10182,Cramorant Gulping,845,8,180,166,1027.0,0
10183,Cramorant Gorging,845,8,180,166,1028.0,0
10184,Toxtricity Low Key,849,16,400,176,1033.0,0
10185,Eiscue Noice,875,14,890,165,1060.0,0
10186,Indeedee Female,876,9,280,166,1062.0,0
10187,Morpeko Hangry,877,3,30,153,1064.0,0
10188,Zacian Crowned,888,28,3550,360,1076.0,0
10189,Zamazenta Crowned,889,29,7850,360,1078.0,0
10190,Eternatus Eternamax,890,1000,0,563,1080.0,0
