id,region_id,identifier,region
961,9.0,bonechill-wastes,
962,9.0,brava-arena,
963,9.0,castaway-shore,
964,9.0,celestica-ruins,
965,9.0,celestica-trail,
966,9.0,clamberclaw-cliffs,
967,9.0,cloudcap-pass,
968,9.0,cloudpool-ridge,
969,9.0,coastlands-camp,
970,9.0,cottonsedge-prairie,
971,9.0,crossing-slope,
972,9.0,deadwood-haunt,
973,9.0,deertrack-heights,
974,9.0,deertrack-path,
975,9.0,diamond-heath,
976,9.0,diamond-settlement,
977,9.0,droning-meadow,
978,9.0,fabled-spring,
979,9.0,firespit-island,
980,9.0,floaro-gardens,
981,9.0,gapejaw-bog,
982,9.0,ginkgo-landing,
983,9.0,glacier-terrace,
984,9.0,golden-lowlands,
985,9.0,grandtree-arena,
986,9.0,grueling-grove,
987,9.0,hearts-crag,
988,9.0,heavenward-lookout,
989,9.0,heights-camp,
990,9.0,hideaway-bay,
991,9.0,holm-of-trials,
992,9.0,horseshoe-plains,
993,9.0,ice-column-chamber,
994,9.0,icebound-falls,
995,9.0,icepeak-arena,
996,9.0,icepeak-cavern,
997,9.0,islespy-shore,
998,9.0,jubilife-village,
999,9.0,hisui-lake-acuity,
1000,9.0,hisui-lake-valor,
1001,9.0,hisui-lake-verity,
1002,9.0,lonely-spring,
1003,9.0,lunkers-lair,
1004,9.0,molten-arena,
1005,9.0,moonview-arena,
1006,9.0,natures-pantry,
1007,9.0,obsidian-falls,
1008,9.0,oreburrow-tunnel,
1009,9.0,pearl-settlement,
1010,9.0,primeval-grotto,
1011,9.0,ramanas-island,
1012,9.0,sacred-plaza,
1013,9.0,sands-reach,
1014,9.0,sandgem-flats,
1015,9.0,scarlet-bog,
1016,9.0,seagrass-haven,
1017,9.0,seaside-hollow,
1018,9.0,shrouded-ruins,
1019,9.0,sludge-mound,
1020,9.0,snowfall-hot-spring,
1021,9.0,hisui-snowpoint-temple,
1022,9.0,hisui-solaceon-ruins,
1023,9.0,sonorous-path,
1024,9.0,space-time-distortion,
1025,9.0,hisui-spring-path,
1026,9.0,stonetooth-rows,
1027,9.0,temple-of-sinnoh,
1028,9.0,the-heartwood,
1029,9.0,tidewater-dam,
1030,9.0,tombolo-walk,
1031,9.0,tranquility-cove,
1032,9.0,hisui-turnback-cave,
1033,9.0,ursas-ring,
1034,9.0,veilstone-cape,
1035,9.0,hisui-wayward-cave,
1036,9.0,wayward-wood,
1037,9.0,whiteout-valley,
1038,9.0,windbreak-stand,
1039,9.0,windswept-run,
1040,9.0,worn-bridge,
1041,8.0,giants-cap,
1042,7.0,hauoli-city,
1043,7.0,verdant-cavern,
1044,7.0,thrifty-megamart,
1045,7.0,malie-city,
1046,7.0,dividing-peak-tunnel,
1047,7.0,heahea-beach,
1048,7.0,sandy-cave,
1049,7.0,ulaula-beach,
1050,7.0,ultra-megalopolis,
1051,7.0,ultra-space-wilds,
1052,7.0,poke-pelago,
1053,7.0,team-rockets-castle,
1054,5.0,roaming-unova,
1055,3.0,mauville-space-center,
1056,6.0,roaming-kalos,
